rate,profile,source,candidate,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,outside_band_energy_fraction,reference_convergence_relative_rms,reference_qualified,error_budget_pass
44100,reference,AB,vfd-ls32,0.1356505408803349,0.20458653784833417,0.12683356571351898,True,0.0002643869224184774,1.3117818550992164e-06,True,False
44100,reference,AB,vfd-ls64,5.540204469107942,7.207255268066985,5.539100257429678,True,0.0002643869224184774,1.3117818550992164e-06,True,False
44100,reference,AB,sinc129-noncausal-control,0.0032048846292974664,0.0014038487086401362,0.002517621884056272,True,0.0002643869224184774,1.3117818550992164e-06,True,True
44100,edge,A1,lagrange3,0.5070897106067913,0.6451911864703113,0.19117746746412184,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,A1,lagrange7,2.1506452405285352,2.8872844423901856,1.971068666492643,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,A1,lagrange15,130.6410803640091,169.7741306867125,130.06216570885294,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,A1,farrow7-fir32,0.9592077455862069,0.8819446011789279,0.8927201306670925,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,A1,vfd-ls32,0.9592039900576049,0.8819388617515387,0.8927163646154314,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,A1,vfd-ls64,41.33191376411035,31.165948923529566,41.32957856939614,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,A1,sinc129-noncausal-control,0.024364893111741278,0.006878565555968284,0.01795380020974465,True,0.026111469438652214,9.43373590737657e-06,True,False
44100,edge,B1,lagrange3,0.5552881372256359,0.5241763834497982,0.5408599176781789,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,B1,lagrange7,1.0152006201410115,0.7874622709655367,0.5268679999710949,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,B1,lagrange15,24.083471964710498,19.9964720916633,23.456697095036628,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,B1,farrow7-fir32,1.6021623056649426,1.073313657978873,1.5256057703335528,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,B1,vfd-ls32,1.6021575997257764,1.0733108553463289,1.5256010685014663,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,B1,vfd-ls64,65.35580967818925,36.35514842094574,65.3052661912262,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,B1,sinc129-noncausal-control,0.04004999146318309,0.007774041995887399,0.03658846303699424,True,0.06064688396988562,2.067375221104483e-05,True,False
44100,edge,AB,lagrange3,0.5070897146594943,0.645191181729519,0.19117781136443407,True,0.026111473214449954,9.432558146874356e-06,True,False
44100,edge,AB,lagrange7,2.150645119143715,2.8872844946663707,1.9710685198631657,True,0.026111473214449954,9.432558146874356e-06,True,False
44100,edge,AB,lagrange15,130.64107176068495,169.77413298322082,130.06215755427294,True,0.026111473214449954,9.432558146874356e-06,True,False
44100,edge,AB,farrow7-fir32,0.9592076994219696,0.881944626379305,0.8927210100971138,True,0.026111473214449954,9.432558146874356e-06,True,False
44100,edge,AB,vfd-ls32,0.9592039438928527,0.8819388869518386,0.8927172440430715,True,0.026111473214449954,9.432558146874356e-06,True,False
44100,edge,AB,vfd-ls64,41.33191772616301,31.16594935568716,41.329615966288024,True,0.026111473214449954,9.432558146874356e-06,True,False
44100,edge,AB,sinc129-noncausal-control,0.024364820717150362,0.006878579811910868,0.017953986608348946,True,0.026111473214449954,9.432558146874356e-06,True,False
48000,reference,A1,lagrange3,0.17357811004594226,0.1883227923759445,0.0739860507860633,True,0.003502134298126362,5.298144520316694e-06,True,False
48000,reference,A1,lagrange7,0.5928108702022129,0.8755481213167176,0.525107944373349,True,0.003502134298126362,5.298144520316694e-06,True,False
48000,reference,A1,lagrange15,30.434760617312616,49.92326117280992,30.27079881926516,True,0.003502134298126362,5.298144520316694e-06,True,False
