rate,conditioner,kernel,profile,block,mean_us,p95_us,p99_us,max_us,state_bytes,observed_allocations,reset_partition_exact,measured_blocks,total_latency_samples,scope
96000,raw-control,kaiser-g64,reference,64,22.68,23.1,23.1,23.1,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,reference,128,43.8,44.7,44.7,44.7,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,reference,256,88.7,92.1,92.1,92.1,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,reference,257,159.38,168,168,168,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,reference,512,175.34,178.3,178.3,178.3,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,reference,1024,393.54,510.1,510.1,510.1,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,32,11.34,11.4,11.4,11.4,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,64,22.52,22.8,22.8,22.8,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,128,43.88,44.8,44.8,44.8,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,256,87.94,91.1,91.1,91.1,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,257,88.16,91.9,91.9,91.9,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,512,173.58,176.1,176.1,176.1,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,edge,1024,366.28,391.4,391.4,391.4,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,32,11.6858,11.9,21.8,31.9,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,64,23.4236,28.4,41.7,57.2,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,128,46.9646,61.7,74.1,90.7,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,256,92.867,115.9,130.5,211.5,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,257,92.8162,114.5,125.1,133.3,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,512,184.412,209.8,219.9,240.2,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,overlap-reference,1024,415.37,693.5,715.3,829.5,4233664,0,true,500,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,32,11.5,12,12,12,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,64,24.84,32.6,32.6,32.6,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,128,44.6,45.7,45.7,45.7,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,256,88.38,92.1,92.1,92.1,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,257,92.52,106.8,106.8,106.8,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,512,182.78,205,205,205,4233664,0,true,5,64,candidate and harness only; not plugin budget
96000,raw-control,kaiser-g64,sustained-edge,1024,367.46,382.7,382.7,382.7,4233664,0,true,5,64,candidate and harness only; not plugin budget
