rate,kernel,guard_samples,guard_ms,band_hz,magnitude_error_db,phase_error_rad,group_delay_error_ns,complex_error,static_pass
44100,hann-g32,32,0.7256235827664399,20000,0.032386017830727795,0.0018609418986584394,975.1061428802703,0.0037217277599339575,False
44100,kaiser-g32,32,0.7256235827664399,16000,0.0006183277072840513,2.3411968205568945e-05,18.92887523302331,7.119078410434082e-05,True
44100,kaiser-g32,32,0.7256235827664399,18000,0.0007238379457570321,3.6907280579615617e-05,32.07947236208877,8.333946584594866e-05,True
44100,kaiser-g32,32,0.7256235827664399,20000,0.0012195582929517075,7.729795813981798e-05,111.39209672309516,0.00014041981705182008,False
44100,lagrange-g64,64,1.4512471655328798,16000,5.616180855032049e-06,4.375903528626951e-07,0.30159001725813617,6.905029533626495e-07,True
44100,lagrange-g64,64,1.4512471655328798,18000,0.008378153999313156,0.0005832980491456352,269.2162824686922,0.000992311774123549,False
44100,lagrange-g64,64,1.4512471655328798,20000,0.8826665828948456,0.05638472629557375,15648.254291264508,0.0975539253440961,False
44100,hann-g64,64,1.4512471655328798,16000,0.00014463446810061102,8.628487811494089e-06,13.306871592890987,1.6652238250248475e-05,True
44100,hann-g64,64,1.4512471655328798,18000,0.0005018487247746707,2.920282331064497e-05,37.921080608386276,5.77805990047531e-05,True
44100,hann-g64,64,1.4512471655328798,20000,0.0040456443204814506,0.00023321812039101187,277.07612654393097,0.00046589206924093165,False
44100,kaiser-g64,64,1.4512471655328798,16000,0.0003186453210999432,1.0750813651745116e-05,16.31995690547193,3.6686306422387194e-05,True
44100,kaiser-g64,64,1.4512471655328798,18000,0.00041055214500752217,1.7516100539162614e-05,27.337438982424903,4.726816500642537e-05,True
44100,kaiser-g64,64,1.4512471655328798,20000,0.000646016260524825,3.643551313289053e-05,63.26357548212816,7.437942146198796e-05,True
48000,lagrange-g0,0,0.0,16000,3.2541305763363217,0.5197313477396257,17536.733883515953,0.512884197316654,False
48000,lagrange-g0,0,0.0,18000,5.255195804942736,0.7723610743870516,22980.90784051728,0.7277282479525967,False
48000,lagrange-g0,0,0.0,20000,8.412122188174715,1.104078875434653,31444.228256943687,0.967646889661841,False
48000,lagrange-g8,8,0.16666666666666666,16000,0.23310520064209958,0.02093588306131872,2351.8415512999713,0.030074998304586365,False
48000,lagrange-g8,8,0.16666666666666666,18000,0.9180543615844776,0.07421265714492392,6720.566067226633,0.10868888996898285,False
48000,lagrange-g8,8,0.16666666666666666,20000,2.823606685637152,0.21024056045492687,16128.591103445222,0.29177375757901114,False
48000,hann-g8,8,0.16666666666666666,16000,0.03591678447503566,0.0018326906987703635,445.13710841798115,0.004126563907062958,False
48000,hann-g8,8,0.16666666666666666,18000,0.1064807507748191,0.006285788694708862,700.1371622069597,0.012334614056333968,False
48000,hann-g8,8,0.16666666666666666,20000,0.5251406059198785,0.030019450015307064,7483.882005470677,0.05866823155894192,False
48000,kaiser-g8,8,0.16666666666666666,16000,0.0017713007032576214,8.343326408398402e-05,28.135214411066183,0.00020395045388973797,True
48000,kaiser-g8,8,0.16666666666666666,18000,0.13471152361298583,0.007739439700411768,1799.6787714602558,0.015389727917946591,False
48000,kaiser-g8,8,0.16666666666666666,20000,1.2142771227538367,0.06984214627692738,9549.866491991595,0.13046819477754198,False
48000,lagrange-g16,16,0.3333333333333333,16000,0.017537320553787237,0.0015266524990518455,318.06766790598573,0.0022570858167533453,False
48000,lagrange-g16,16,0.3333333333333333,18000,0.19427257074180643,0.01509307210913441,2393.073708640688,0.023600966009498965,False
48000,lagrange-g16,16,0.3333333333333333,20000,1.2132594277392965,0.08638218020166176,10509.17449057594,0.1350434972056207,False
48000,hann-g16,16,0.3333333333333333,16000,0.004204495988696048,0.00022974118233329117,105.52197503173785,0.0004839467795898726,False
48000,hann-g16,16,0.3333333333333333,18000,0.01322888779735784,0.0007810776289350886,198.55401529541203,0.0015242066977478436,False
48000,hann-g16,16,0.3333333333333333,20000,0.032767932832564566,0.001858385316521081,897.4093167827639,0.003765473395734143,False
48000,kaiser-g16,16,0.3333333333333333,16000,0.0009481315296123267,4.718956909298338e-05,17.254902862381034,0.0001091642898219521,True
48000,kaiser-g16,16,0.3333333333333333,18000,0.0012816893038458481,6.850644072072062e-05,25.695160992119288,0.0001475720225577624,True
48000,kaiser-g16,16,0.3333333333333333,20000,0.001876123230049497,8.111689579521063e-05,57.63750866627504,0.00021602107824462071,True
48000,lagrange-g32,32,0.6666666666666666,16000,0.0001297448345810091,1.111755011518647e-05,4.464027021070886,1.6591623054081355e-05,True
48000,lagrange-g32,32,0.6666666666666666,18000,0.011515496921319065,0.0008771808596346826,260.27419542288635,0.0014034007389777453,False
48000,lagrange-g32,32,0.6666666666666666,20000,0.29809472179769086,0.02065974411412958,4332.083436554779,0.03468359636989165,False
48000,hann-g32,32,0.6666666666666666,16000,0.0007157826548630458,3.756279959776864e-05,24.06501612606249,8.240473777144946e-05,True
48000,hann-g32,32,0.6666666666666666,18000,0.0016640086322681914,9.823520507181982e-05,55.85176601311896,0.00019159622540936965,True
48000,hann-g32,32,0.6666666666666666,20000,0.004003346991731092,0.00023295265867917287,213.0728869815061,0.000461012800863735,False
48000,kaiser-g32,32,0.6666666666666666,16000,0.0005496304385703178,1.8236810868918997e-05,13.235538099139651,6.328069450449961e-05,True
48000,kaiser-g32,32,0.6666666666666666,18000,0.0006183938126489593,2.6907960755163423e-05,20.149917995630297,7.119798638595915e-05,True
48000,kaiser-g32,32,0.6666666666666666,20000,0.0008993187303759369,4.418897579572049e-05,31.362375968383795,0.00010354391940506222,True
48000,lagrange-g64,64,1.3333333333333333,16000,9.45016520251402e-09,8.027736876664172e-10,0.0006318264430168105,1.2036507574239496e-09,True
48000,lagrange-g64,64,1.3333333333333333,18000,5.331009993789349e-05,4.020340519520646e-06,2.3076948820014804,6.47756322635501e-06,True
48000,lagrange-g64,64,1.3333333333333333,20000,0.02416964110568513,0.00165205595496716,641.3399346637168,0.002846421773758174,False
48000,hann-g64,64,1.3333333333333333,16000,7.92234277743399e-05,4.701024683334152e-06,6.743949544881407,9.120958263523359e-06,True
48000,hann-g64,64,1.3333333333333333,18000,0.00020848655941855366,1.2307406627246852e-05,15.049801458684916,2.4003415782154447e-05,True
48000,hann-g64,64,1.3333333333333333,20000,0.0006662432156891572,3.79175014525634e-05,48.573676084610426,7.670181437425261e-05,True
48000,kaiser-g64,64,1.3333333333333333,16000,0.00028413634599410277,8.267781604658971e-06,11.438463990801987,3.271299600149895e-05,True
48000,kaiser-g64,64,1.3333333333333333,18000,0.00034208676474084684,1.2450594758544526e-05,16.163198073293472,3.938507603744799e-05,True
48000,kaiser-g64,64,1.3333333333333333,20000,0.00046271568263911455,1.9333470043172322e-05,27.9717649661985,5.327376369612356e-05,True
96000,lagrange-g0,0,0.0,16000,0.24765491120958255,0.03564996982144672,1549.8821019511067,0.044878260369518225,False
96000,lagrange-g0,0,0.0,18000,0.35644991069633697,0.0591060568224638,2203.6483437566944,0.06980241202289597,False
96000,lagrange-g0,0,0.0,20000,0.5340907314252753,0.09141312916616733,2954.5186901082498,0.10293917188861376,False
96000,lagrange-g8,8,0.08333333333333333,16000,8.022612144084461e-06,1.5098864008472728e-06,0.2322385200814736,1.7012809534997085e-06,True
96000,lagrange-g8,8,0.08333333333333333,18000,5.502320581838904e-05,9.116534936247077e-06,1.214181513960651,1.057057684956943e-05,True
96000,lagrange-g8,8,0.08333333333333333,20000,0.00029478909537722424,4.355223499295981e-05,5.066812208502173,5.206352575404974e-05,True
96000,hann-g8,8,0.08333333333333333,16000,0.007342396810559246,0.0001980956467263966,22.908515880641172,0.0008449691124165777,True
96000,hann-g8,8,0.08333333333333333,18000,0.010860526466002777,0.00036174239736481024,22.908515880641172,0.0012495866034744594,True
96000,hann-g8,8,0.08333333333333333,20000,0.010860526466002777,0.00036174239736481024,34.93279449845454,0.0012495866034744594,True
96000,kaiser-g8,8,0.08333333333333333,16000,0.0004324360495194505,5.6966161878680175e-05,4.9749618662257395,6.718447109602039e-05,True
96000,kaiser-g8,8,0.08333333333333333,18000,0.00045810199180039933,5.6966161878680175e-05,5.686434113657176,6.718447109602039e-05,True
96000,kaiser-g8,8,0.08333333333333333,20000,0.0005983073019269473,6.521987182364226e-05,5.686434113657176,6.888223758691044e-05,True
96000,lagrange-g16,16,0.16666666666666666,16000,8.936615498088596e-11,1.6479858307902295e-11,4.914439225937409e-06,1.864026709981551e-11,True
96000,lagrange-g16,16,0.16666666666666666,18000,3.3156963095838177e-09,5.379955504736869e-10,0.00013881177688782978,6.26807389337208e-10,True
96000,lagrange-g16,16,0.16666666666666666,20000,7.690621223842387e-08,1.1120167677559144e-08,0.0025032693325618047,1.3372303178955851e-08,True
96000,hann-g16,16,0.16666666666666666,16000,0.0011567698318399417,3.221270948840162e-05,5.274465439667845,0.0001331694526675226,True
96000,hann-g16,16,0.16666666666666666,18000,0.0011567698318399417,4.541148252479099e-05,6.48871202768575,0.0001331694526675226,True
96000,hann-g16,16,0.16666666666666666,20000,0.0011567698318399417,4.541148252479099e-05,9.20363107148603,0.0001331694526675226,True
96000,kaiser-g16,16,0.16666666666666666,16000,0.0006400415052901344,1.9846760465980734e-05,3.5070029191786034,7.36902737893309e-05,True
96000,kaiser-g16,16,0.16666666666666666,18000,0.0006400415052901344,2.1994563869701944e-05,3.9279225368948896,7.36902737893309e-05,True
96000,kaiser-g16,16,0.16666666666666666,20000,0.000685711427961903,2.4780979962547528e-05,3.9508642675582335,7.894873519530592e-05,True
96000,lagrange-g32,32,0.3333333333333333,16000,1.9286549331065764e-14,6.911579304973564e-15,5.181040781584064e-10,6.951594334581583e-15,True
96000,lagrange-g32,32,0.3333333333333333,18000,1.9286549331065764e-14,6.977681806230669e-15,5.181040781584064e-10,7.009368249228752e-15,True
96000,lagrange-g32,32,0.3333333333333333,20000,1.9286549331065764e-14,6.9909044272907164e-15,7.401486830834377e-10,7.009368249228752e-15,True
96000,hann-g32,32,0.3333333333333333,16000,0.00013533594742035912,4.032021868334036e-06,1.4708547145432977,1.5581031090503566e-05,True
96000,hann-g32,32,0.3333333333333333,18000,0.000156265158900392,5.68582558767595e-06,1.7466298599296457,1.7990573961638094e-05,True
96000,hann-g32,32,0.3333333333333333,20000,0.00018804051352559883,6.772576329064702e-06,2.0820373230664067,2.1648804181365142e-05,True
96000,kaiser-g32,32,0.3333333333333333,16000,0.00039713243791305035,7.111302250102843e-06,2.2727221700158395,4.572261860138979e-05,True
96000,kaiser-g32,32,0.3333333333333333,18000,0.00040819621498436987,7.718860845020536e-06,2.463441431066471,4.699644929698251e-05,True
96000,kaiser-g32,32,0.3333333333333333,20000,0.0004228288679833696,8.381060274404195e-06,2.9165540696614776,4.868118632819625e-05,True
96000,lagrange-g64,64,0.6666666666666666,16000,3.85730986621314e-14,1.3832729718492651e-14,1.3322676295501878e-09,1.382840604719976e-14,True
96000,lagrange-g64,64,0.6666666666666666,18000,3.85730986621314e-14,1.414168980267251e-14,1.3322676295501878e-09,1.415262216750919e-14,True
96000,lagrange-g64,64,0.6666666666666666,20000,3.85730986621314e-14,1.414168980267251e-14,1.3322676295501878e-09,1.415262216750919e-14,True
96000,hann-g64,64,0.6666666666666666,16000,1.8780221061503246e-05,5.493609787955328e-07,0.35124884171603793,2.162155391335505e-06,True
96000,hann-g64,64,0.6666666666666666,18000,2.0379875082698574e-05,7.110389016646254e-07,0.4544954689637374,2.3463234201931465e-06,True
96000,hann-g64,64,0.6666666666666666,20000,2.235431220359518e-05,8.469619071800089e-07,0.5910198314455309,2.5736401869997497e-06,True
96000,kaiser-g64,64,0.6666666666666666,16000,0.00021345884883510372,2.723819766447149e-06,1.8575616710000038,2.457566725553349e-05,True
96000,kaiser-g64,64,0.6666666666666666,18000,0.0002168611165247106,3.174419941858894e-06,2.0590476892401455,2.496737951635442e-05,True
96000,kaiser-g64,64,0.6666666666666666,20000,0.00022075631239072032,3.5110668353584104e-06,2.398471487049155,2.541584384141065e-05,True
