rate,conditioner,profile,source,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,peak_ratio,first_nonzero_shift_samples,engineering_latency_removed
44100,fir129-p16000-s19000,reference,AB,0.02521444199068568,0.06406219280815184,0.025210485940703787,True,1.0279213135710261,0,64
44100,fir129-p16000-s19000,edge,A1,0.36207270337177494,0.37786201208984554,0.3619868429071901,True,0.9625647846880925,0,64
44100,fir129-p16000-s19000,edge,B1,0.7278383722344829,0.49916492493438147,0.7276256378874866,True,0.584963367151341,0,64
44100,fir129-p16000-s19000,edge,AB,0.3620727769596725,0.37786201208984554,0.36198691319862447,True,0.9625647846880925,0,64
44100,fir129-p16000-s19000,overlap-reference,A1,0.0034915665782512977,0.0077641447787490225,0.003490917185110271,True,0.9990559332440503,0,64
44100,fir129-p16000-s19000,overlap-reference,B1,0.0024088048762465966,0.009957777676322483,0.002408350398002926,True,1.0021894271297582,0,64
44100,fir129-p16000-s19000,overlap-reference,AB,0.0034916468009606617,0.0077641447787490225,0.0034909978840163016,True,0.9990559332440503,0,64
44100,fir129-p16000-s19000,sustained-edge,A1,0.1747376307029437,0.136382136728594,0.17469855760562839,True,1.0416979172435792,0,64
44100,fir129-p16000-s19000,sustained-edge,B1,0.7278383705066223,0.499164913975991,0.7276256361591984,True,0.5849633779168414,0,64
44100,fir129-p16000-s19000,sustained-edge,AB,0.17473834419752624,0.136382136728594,0.17469927156500398,True,1.0416979172435792,0,64
44100,iir-p16000-s20000,reference,A1,0.5171231951760569,0.5818688689721936,0.0245516257052242,True,1.0342376577896153,0,0
44100,iir-p16000-s20000,reference,B1,0.2187507741813861,0.24345781401045372,0.002342712265795847,True,1.0028239085035893,0,0
44100,iir-p16000-s20000,reference,AB,0.5165743940673918,0.5818688689721936,0.02452016111907081,True,1.0342376577896153,0,0
44100,iir-p16000-s20000,edge,A1,1.432802170937038,1.4219428572742812,0.34293030652906353,True,0.8102461776991757,0,0
44100,iir-p16000-s20000,edge,B1,1.0618900675892762,1.2775280719856534,0.6755205451978057,True,0.40290606418482866,0,0
44100,iir-p16000-s20000,edge,AB,1.4328021277742016,1.4219428572742812,0.3429303678876457,True,0.8102461776991757,0,0
44100,iir-p16000-s20000,overlap-reference,A1,0.14097263644325617,0.15726631756630677,0.0033914209423973065,True,1.003345727320324,0,0
44100,iir-p16000-s20000,overlap-reference,B1,0.2187507742748336,0.24345782127291474,0.002342711184838574,True,1.002823875502683,0,0
44100,iir-p16000-s20000,overlap-reference,AB,0.1409737551314881,0.15726631756630677,0.0033914573948054336,True,1.003345727320324,0,0
44100,iir-p16000-s20000,sustained-edge,A1,1.2768445737967913,0.9563754940951275,0.16854052807454153,True,1.0430483196653157,0,0
44100,iir-p16000-s20000,sustained-edge,B1,1.0618900688775967,1.2775280500147872,0.675520542985079,True,0.40290606129961026,0,0
44100,iir-p16000-s20000,sustained-edge,AB,1.2768466562145486,0.9563754940951275,0.16854068574595668,True,1.0430483196653157,0,0
44100,fir17-p16000-s20000,reference,A1,0.021116210293284574,0.06296024553891354,0.02111774666853499,True,1.0225315368049737,0,8
44100,fir17-p16000-s20000,reference,B1,0.00194514723134231,0.008987182824077044,0.0019452850717171617,True,1.000203394972412,0,8
44100,fir17-p16000-s20000,reference,AB,0.021089145178901057,0.06296024553891354,0.021090662904878807,True,1.0225315368049737,0,8
44100,fir17-p16000-s20000,edge,A1,0.26926865056903754,0.3053686956378889,0.2692741263658925,True,0.9452980583334757,0,8
44100,fir17-p16000-s20000,edge,B1,0.4872380587042348,0.36971043591682545,0.48724301902695016,True,0.6302895640831745,0,8
44100,fir17-p16000-s20000,edge,AB,0.2692686914979986,0.3053686956378889,0.269274161520852,True,0.9452980583334757,0,8
44100,fir17-p16000-s20000,overlap-reference,A1,0.0029054996004363363,0.006984237917007381,0.0029057183913387815,True,1.0000066025599919,0,8
44100,fir17-p16000-s20000,overlap-reference,B1,0.001945146985873417,0.008987179935002615,0.0019452848271818788,True,1.0002033854641037,0,8
44100,fir17-p16000-s20000,overlap-reference,AB,0.00290549488289442,0.006984237917007381,0.0029057143345126843,True,1.0000066025599919,0,8
44100,fir17-p16000-s20000,sustained-edge,A1,0.1449311390388043,0.11021704591089632,0.14493591261200817,True,1.0334591826606443,0,8
