rate,conditioner,order,pass_hz,stop_hz,latency_samples,latency_ms,pass_error_db,stop_max_db,response16_db,response18_db,response20_db,group_min_ms,group_max_ms,before_main_energy_fraction,after_main_energy_fraction,before_input_energy,ringing_span_ms,max_pole_radius,filter_screen_pass
48000,iir-p16000-s23520,4,16000,23520.0,0,0.0,0.10000000000000472,-84.80398003205947,-0.10000000000000472,-1.2445629292108271,-10.727029602469237,0.009822717201178964,0.04932646935768996,0.20184924387179734,0.14771485383813715,0.0,0.75,0.7792552010305412,True
48000,fir17-p16000-s23520,16,16000,23520.0,8,0.16666666666666666,0.3645860264457388,-25.838150803238534,-0.3645860264457388,-2.1770143525975945,-6.754936216593955,0.16666666666606034,0.16666666666696983,0.06093734616460757,0.06093734616460757,0.0,0.3333333333333333,0.0,False
48000,fir33-p16000-s23520,32,16000,23520.0,16,0.3333333333333333,0.005170090270040852,-58.80475834738314,-0.001894003601811793,-0.4811386771548475,-7.576878631531377,0.33333333333272697,0.333333333334546,0.07506812513351385,0.07506812513351385,0.0,0.6666666666666666,0.0,False
48000,fir65-p16000-s23520,64,16000,23520.0,32,0.6666666666666666,0.0027529805692174964,-74.3875726274946,0.0007843702077446163,0.0010964330643725099,-9.392779882849595,0.6666666666654539,0.666666666669092,0.08180590093939295,0.08180590093939294,0.0,1.3333333333333333,0.0,True
48000,fir129-p16000-s23520,128,16000,23520.0,64,1.3333333333333333,0.0028444866834947398,-72.3276446276069,-0.0027674351829397427,-0.0025863924285720393,-13.940340507777956,1.3333333333284827,1.3333333333357587,0.0850952817871568,0.08509528178715682,0.0,2.6666666666666665,0.0,True
48000,iir-p18000-s19000,45,18000,19000,0,0.0,0.09999999999998911,-61.47100350497921,-4.146608106179144e-14,-0.09999999999998911,-153.92692880356302,0.11857468451557164,1.6918454975008594,0.22449487763674367,0.547398261650424,0.0,7.291666666666667,0.9763308825284192,True
48000,fir17-p18000-s19000,16,18000,19000,8,0.16666666666666666,4.654075092148028,-7.650749277804,-1.2505664186020218,-4.654075092148028,-11.788442645502782,0.16666666666636348,0.166666666667273,0.08704470677951717,0.08704470677951717,0.0,0.3333333333333333,0.0,False
48000,fir33-p18000-s19000,32,18000,19000,16,0.3333333333333333,3.515920948769438,-9.55884482277716,-0.04753992027428982,-3.515920948769438,-20.973265707974008,0.33333333333272697,0.333333333334546,0.10128895514589342,0.10128895514589342,0.0,0.6666666666666666,0.0,False
48000,fir65-p18000-s19000,64,18000,19000,32,0.6666666666666666,1.8402999474608184,-14.385058054561654,0.002700002837461776,-1.8402999474608184,-59.89559129139118,0.6666666666654539,0.666666666669092,0.10804883465657585,0.10804883465657586,0.0,1.3333333333333333,0.0,False
48000,fir129-p18000-s19000,128,18000,19000,64,1.3333333333333333,0.2686447599172534,-30.31016317991409,0.0004002426162225246,-0.2686447599172534,-82.96759643972189,1.3333333333284827,1.333333333338184,0.11134355211967027,0.11134355211967027,0.0,2.6666666666666665,0.0,False
