rate,candidate,fixture,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,reference_convergence_relative_rms,reference_qualified,python_wall_seconds
96000,lagrange15,sine8000,4.0047399925010925e-08,1.7256240133406943e-07,3.4387636291673916e-08,True,0.0,True,0.10197960000368766
96000,lagrange15,sine12000,2.113279549125015e-05,9.090285641423048e-05,1.5836313392691036e-05,True,0.0,True,0.1183381000009831
96000,lagrange15,sine16000,0.0015479639033687562,0.005985557208235842,0.000816604136536846,True,0.0,True,0.10779559999355115
96000,farrow7-fir32,impulse,7865.197930693625,4052.2244654239275,7864.697549242542,True,2.7950472319979926e-05,True,0.03305199998430908
96000,farrow7-fir32,broadband,6276.015165168046,9992.537485990744,6275.610126922309,True,2.126049822006171e-05,True,0.0301890000118874
96000,farrow7-fir32,transient,42.87858646249532,427.6041976218065,42.87587395135092,True,1.6368478948732595e-08,True,0.03230640001129359
96000,farrow7-fir32,multitone,4.769438461801558e-08,9.062554431837215e-08,2.752057375331148e-08,True,0.0,True,0.028007800021441653
96000,farrow7-fir32,sine4000,3.934831530493206e-08,6.558728397309878e-08,1.4376129462384482e-08,True,0.0,True,0.03172520000953227
96000,farrow7-fir32,sine8000,4.5178419419387685e-08,8.393823400593803e-08,3.099712540431543e-08,True,0.0,True,0.031704200024250895
96000,farrow7-fir32,sine12000,3.7460540887838157e-08,9.273414251973943e-08,3.2752482804001744e-08,True,0.0,True,0.0330907000170555
96000,farrow7-fir32,sine16000,6.413429903409052e-08,1.3532373224772612e-07,2.8125006122880258e-08,True,0.0,True,0.033646399999270216
96000,vfd-ls32,impulse,7865.1811458329175,4052.215790235453,7864.680764552574,True,2.7950472319979926e-05,True,0.02030550001654774
96000,vfd-ls32,broadband,6275.987583314495,9992.506367094411,6275.582544951809,True,2.126049822006171e-05,True,0.018113500002073124
96000,vfd-ls32,transient,42.87850712779248,427.6032822647827,42.87579461666884,True,1.6368478948732595e-08,True,0.01846510000177659
96000,vfd-ls32,multitone,2.316346068218896e-07,2.961991826426891e-07,2.1930920730101542e-07,True,0.0,True,0.02006819998496212
96000,vfd-ls32,sine4000,4.980076290656843e-08,7.804484129895514e-08,3.29343266856711e-08,True,0.0,True,0.024805299995932728
96000,vfd-ls32,sine8000,1.25842000817123e-07,1.9324984471048653e-07,1.1835943907838759e-07,True,0.0,True,0.019846599985612556
96000,vfd-ls32,sine12000,1.8911046208791706e-07,2.941051090716732e-07,1.7929449639843688e-07,True,0.0,True,0.028793800011044368
96000,vfd-ls32,sine16000,3.990872102600064e-07,5.560546351179056e-07,3.8119606149316614e-07,True,0.0,True,0.016098599997349083
96000,vfd-ls64,impulse,4729.699343323433,2300.020112792817,4729.134005808954,True,2.7950472319979926e-05,True,0.0319166999834124
96000,vfd-ls64,broadband,3843.433686727359,7692.941292005735,3842.932582325921,True,2.126049822006171e-05,True,0.03489199999603443
96000,vfd-ls64,transient,29.40804178800903,251.03540374097045,29.404205389276616,True,1.6368478948732595e-08,True,0.03253480000421405
96000,vfd-ls64,multitone,2.2517578182795242e-07,2.933124551781033e-07,2.1588833408963763e-07,True,0.0,True,0.0339584999892395
96000,vfd-ls64,sine4000,3.5614296964789366e-08,5.602802513892192e-08,3.429668949517952e-08,True,0.0,True,0.039698799984762445
96000,vfd-ls64,sine8000,9.652073371337913e-08,1.454008426942025e-07,9.18288346373682e-08,True,0.0,True,0.02931660000467673
96000,vfd-ls64,sine12000,2.2096172158291909e-07,3.1820699312712296e-07,2.1315851627168095e-07,True,0.0,True,0.03667830000631511
96000,vfd-ls64,sine16000,3.770329057369356e-07,5.302303606159988e-07,3.626017938664264e-07,True,0.0,True,0.03259210000396706
96000,sinc129-noncausal-control,impulse,0.07283768097797896,0.00746220720392503,0.06455010573133259,True,2.7950472319979926e-05,True,0.13819779999903403
96000,sinc129-noncausal-control,broadband,0.057440639143839865,0.06822021202111408,0.04696019477236752,True,2.126049822006171e-05,True,0.14718400000128895
96000,sinc129-noncausal-control,transient,0.000449265863830744,0.0007855961697659435,0.00043202839805184826,True,1.6368478948732595e-08,True,0.14686690000235103
96000,sinc129-noncausal-control,multitone,8.090501494242877e-07,7.490721117694499e-07,7.629773724065919e-07,True,0.0,True,0.1414628999773413
96000,sinc129-noncausal-control,sine4000,8.12515547412844e-07,1.1266277019692538e-06,7.739448664194014e-07,True,0.0,True,0.1447321000159718
96000,sinc129-noncausal-control,sine8000,8.603890418057144e-07,1.159086973236904e-06,8.297843386246694e-07,True,0.0,True,0.13882610001019202
96000,sinc129-noncausal-control,sine12000,3.4754936904893505e-07,3.8417194188371925e-07,2.8955757543067353e-07,True,0.0,True,0.1431577000184916
96000,sinc129-noncausal-control,sine16000,1.0475649848583637e-06,1.4459897573400683e-06,9.78458374611328e-07,True,0.0,True,0.14558460001717322
