rate,conditioner,profile,source,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,peak_ratio
44100,fir65-fc20000,reference,B1,0.0014644685658330486,0.0043244939181525215,0.0014641526506231164,True,1.0006744194195765
44100,fir65-fc20000,reference,AB,0.014493131580318255,0.02638196097664766,0.014490485905869363,True,1.0155635543741623
44100,fir65-fc20000,edge,A1,0.12167962754228943,0.11162516416136424,0.12166182090495174,True,0.9541849858100114
44100,fir65-fc20000,edge,B1,0.18721113372621784,0.12778136334030366,0.1871750451604022,True,0.8768691410774777
44100,fir65-fc20000,edge,AB,0.12167963866076882,0.11162516416136424,0.12166181749664935,True,0.9541849858100114
44100,fir65-fc20000,overlap-reference,A1,0.0019519581006435952,0.0033893722672182695,0.0019516461013769752,True,1.0000538212306902
44100,fir65-fc20000,overlap-reference,B1,0.0014644691596182825,0.004324495789016664,0.0014641532409342339,True,1.0006743446485917
44100,fir65-fc20000,overlap-reference,AB,0.001952031114984401,0.0033893722672182695,0.0019517203025186398,True,1.0000538212306902
44100,fir65-fc20000,sustained-edge,A1,0.08109849212544129,0.04028898935533821,0.0810819064570632,True,1.0231210357793925
44100,fir65-fc20000,sustained-edge,B1,0.18721112643370277,0.12778135657080747,0.18717503787178316,True,0.8768691495048219
44100,fir65-fc20000,sustained-edge,AB,0.08109882815980579,0.04028898935533821,0.08108224712703027,True,1.0231210357793925
48000,raw-control,reference,A1,0.0,0.0,0.0,True,1.0
48000,raw-control,reference,B1,0.0,0.0,0.0,True,1.0
48000,raw-control,reference,AB,0.0,0.0,0.0,True,1.0
48000,raw-control,edge,A1,0.0,0.0,0.0,True,1.0
48000,raw-control,edge,B1,0.0,0.0,0.0,True,1.0
