rate,conditioner,profile,source,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,peak_ratio
48000,fir65-fc18000,edge,AB,0.22415025055982568,0.27611610314427676,0.2241065798297432,True,0.8297822379409598
48000,fir65-fc18000,overlap-reference,A1,0.0025632016029297432,0.008827224217146299,0.002562676223647312,True,1.000056319266006
48000,fir65-fc18000,overlap-reference,B1,0.002293721000902039,0.01094898308567682,0.0022931997221614154,True,1.0015321140271602
48000,fir65-fc18000,overlap-reference,AB,0.0025632006758869157,0.008827224217146299,0.002562675000907196,True,1.000056319266006
48000,fir65-fc18000,sustained-edge,A1,0.11861992592844904,0.08420218770442586,0.1185950006371638,True,1.0382080347170732
48000,fir65-fc18000,sustained-edge,B1,0.5402276956536898,0.4408620290294802,0.5401911065494799,True,0.7623061372428626
48000,fir65-fc18000,sustained-edge,AB,0.11861993351124955,0.08420218770442586,0.118595007289463,True,1.0382080347170732
48000,fir65-fc20000,reference,A1,0.07679460379578278,0.0819494179819899,0.07676192215091558,True,0.9743172190381969
48000,fir65-fc20000,reference,B1,0.001773792816072306,0.007064027843001157,0.0017732753293968559,True,1.0007713704361858
48000,fir65-fc20000,reference,AB,0.07443279516330198,0.0819494179819899,0.07440104899756256,True,0.9743172190381969
48000,fir65-fc20000,edge,A1,0.15447366194390616,0.15514418752761358,0.1544095468678202,True,0.889732253984596
48000,fir65-fc20000,edge,B1,0.23644079104711627,0.19739580160355324,0.23636861217023544,True,0.9254560143625769
48000,fir65-fc20000,edge,AB,0.1544736893043168,0.15514418752761358,0.15440957387473314,True,0.889732253984596
48000,fir65-fc20000,overlap-reference,A1,0.0019051869492080601,0.005618917149751912,0.0019046753804696733,True,0.9998410799483575
48000,fir65-fc20000,overlap-reference,B1,0.0017737944832216669,0.007064034261326434,0.001773277000444278,True,1.0007713685917818
48000,fir65-fc20000,overlap-reference,AB,0.0019051864371883351,0.005618917149751912,0.001904674444826243,True,0.9998410799483575
48000,fir65-fc20000,sustained-edge,A1,0.08020708711953413,0.04537545211673555,0.08018160987665536,True,1.0323287084285842
48000,fir65-fc20000,sustained-edge,B1,0.23644078561114448,0.19739578862047097,0.23636860673674795,True,0.9254560204029437
48000,fir65-fc20000,sustained-edge,AB,0.08020708882776291,0.04537545211673555,0.08018161022047923,True,1.0323287084285842
96000,raw-control,reference,A1,0.0,0.0,0.0,True,1.0
96000,raw-control,reference,B1,0.0,0.0,0.0,True,1.0
96000,raw-control,reference,AB,0.0,0.0,0.0,True,1.0
96000,raw-control,edge,A1,0.0,0.0,0.0,True,1.0
96000,raw-control,edge,B1,0.0,0.0,0.0,True,1.0
96000,raw-control,edge,AB,0.0,0.0,0.0,True,1.0
96000,raw-control,overlap-reference,A1,0.0,0.0,0.0,True,1.0
96000,raw-control,overlap-reference,B1,0.0,0.0,0.0,True,1.0
96000,raw-control,overlap-reference,AB,0.0,0.0,0.0,True,1.0
96000,raw-control,sustained-edge,A1,0.0,0.0,0.0,True,1.0
96000,raw-control,sustained-edge,B1,0.0,0.0,0.0,True,1.0
96000,raw-control,sustained-edge,AB,0.0,0.0,0.0,True,1.0
96000,butter4-fc20000,reference,A1,0.8374946766994129,1.2993645191093948,0.03608676187709175,True,0.950450821666218
96000,butter4-fc20000,reference,B1,0.18306531348990204,0.19884033053265496,0.0012744756878841238,True,1.0003107341158397
96000,butter4-fc20000,reference,AB,0.8291632836100397,1.2993645191093948,0.03571012641429354,True,0.950450821666218
96000,butter4-fc20000,edge,A1,1.5769027994004752,1.4584759405802805,0.09920761155344446,True,0.9488901680568914
96000,butter4-fc20000,edge,B1,1.735883014051987,1.6621657037194035,0.17206892029760504,True,0.8095508658725367
96000,butter4-fc20000,edge,AB,1.5769028281918296,1.4584759405802805,0.0992076293474257,True,0.9488901680568914
96000,butter4-fc20000,overlap-reference,A1,0.5250894031026947,0.44753908443566565,0.01705785613509321,True,0.9917282174805596
96000,butter4-fc20000,overlap-reference,B1,0.18306531350596542,0.19884033991505556,0.0012744754245324562,True,1.0003107233106527
96000,butter4-fc20000,overlap-reference,AB,0.5250558486438833,0.44753908443566565,0.01705662313594108,True,0.9917282174805596
96000,butter4-fc20000,sustained-edge,A1,1.426218521508307,1.162403533374285,0.09518325127657401,True,0.931365262796384
96000,butter4-fc20000,sustained-edge,B1,1.7358830157909237,1.6621656644428726,0.17206891983731232,True,0.8095508539076322
96000,butter4-fc20000,sustained-edge,AB,1.4262185231654008,1.162403533374285,0.09518325180637492,True,0.931365262796384
