rate,conditioner,kernel,profile,source,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,reference_convergence,joint_pass
44100,fir129-p16000-s18000,kaiser-g64,overlap-reference,AB,1.732040170111676e-05,1.8988763979376267e-05,1.6827489403347512e-05,True,2.9043497617910557e-10,True
44100,fir129-p16000-s18000,kaiser-g16,sustained-edge,A1,5.52151624419791e-05,4.532623025482515e-05,5.285002239666649e-05,True,1.1843514803224521e-08,True
44100,fir129-p16000-s18000,hann-g32,sustained-edge,A1,3.3128644088090864e-05,1.4323020825067284e-05,2.9390758950751164e-05,True,1.1843514803224521e-08,True
44100,fir129-p16000-s18000,kaiser-g32,sustained-edge,A1,2.8287052252374592e-05,2.458856742994126e-05,2.7377868935578187e-05,True,1.1843514803224521e-08,True
44100,fir129-p16000-s18000,lagrange-g64,sustained-edge,A1,3.6441429570710066e-06,1.2521383856308867e-06,2.9620179912491707e-06,True,1.1843514803224521e-08,True
44100,fir129-p16000-s18000,hann-g64,sustained-edge,A1,4.270230784740329e-06,2.0024012188967754e-06,3.714772311056085e-06,True,1.1843514803224521e-08,True
44100,fir129-p16000-s18000,kaiser-g64,sustained-edge,A1,1.4533748339745671e-05,1.1173159618083104e-05,1.4055818630912021e-05,True,1.1843514803224521e-08,True
44100,fir129-p16000-s18000,kaiser-g16,sustained-edge,B1,9.147230223512315e-05,4.732975761900863e-05,8.916696203877805e-05,True,4.7563345716461734e-08,True
44100,fir129-p16000-s18000,hann-g32,sustained-edge,B1,0.00011061819064366549,5.725444805831629e-05,0.00010796747763554593,True,4.7563345716461734e-08,True
44100,fir129-p16000-s18000,kaiser-g32,sustained-edge,B1,4.3544854280964865e-05,2.297754243373969e-05,4.269397759779616e-05,True,4.7563345716461734e-08,True
44100,fir129-p16000-s18000,lagrange-g64,sustained-edge,B1,2.093622861145474e-05,6.026646337478329e-06,1.798041045330687e-05,True,4.7563345716461734e-08,True
