rate,conditioner,kernel,profile,source,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,reference_convergence,joint_pass
44100,fir129-p16000-s20000,hann-g64,sustained-edge,AB,5.775638991621753e-06,3.547514220746065e-06,5.067599093248463e-06,True,1.3949923297301837e-08,True
44100,fir129-p16000-s20000,kaiser-g64,sustained-edge,AB,1.4869786128450943e-05,1.1430571981089222e-05,1.4308382934893675e-05,True,1.3949923297301837e-08,True
44100,iir-p16000-s21609,kaiser-g16,reference,A1,7.767919728546603e-05,0.00010523039560400991,7.11757899867546e-05,True,6.518886640098025e-09,True
44100,iir-p16000-s21609,hann-g32,reference,A1,1.1474378032539761e-05,1.5676242696472044e-05,1.0751873091075523e-05,True,6.518886640098025e-09,True
44100,iir-p16000-s21609,kaiser-g32,reference,A1,3.1951910170418206e-05,2.34326420420857e-05,3.18402673457827e-05,True,6.518886640098025e-09,True
44100,iir-p16000-s21609,lagrange-g64,reference,A1,8.222029692974777e-05,0.00013941460891969072,6.723568062023043e-05,True,6.518886640098025e-09,True
44100,iir-p16000-s21609,hann-g64,reference,A1,1.3937827270232447e-06,1.8319973814707605e-06,1.307511565333248e-06,True,6.518886640098025e-09,True
44100,iir-p16000-s21609,kaiser-g64,reference,A1,1.4672626829682945e-05,1.4038069420551396e-05,1.464879284806346e-05,True,6.518886640098025e-09,True
44100,iir-p16000-s21609,kaiser-g16,reference,B1,5.9324369199090045e-05,6.494143546044028e-05,5.9236988119633113e-05,True,7.796535666561248e-10,True
44100,iir-p16000-s21609,hann-g32,reference,B1,4.317261261289012e-06,5.3250438811525245e-06,4.312891029278048e-06,True,7.796535666561248e-10,True
44100,iir-p16000-s21609,kaiser-g32,reference,B1,1.6809216536997908e-05,2.0658355746620443e-05,1.677493773371564e-05,True,7.796535666561248e-10,True
44100,iir-p16000-s21609,lagrange-g64,reference,B1,9.148547207168788e-06,2.6798643157911982e-05,8.409751274635427e-06,True,7.796535666561248e-10,True
44100,iir-p16000-s21609,hann-g64,reference,B1,1.227428228795525e-06,1.195199453902946e-06,1.2266336928445472e-06,True,7.796535666561248e-10,True
44100,iir-p16000-s21609,kaiser-g64,reference,B1,1.888272662558087e-05,1.6278708038484833e-05,1.887744644876287e-05,True,7.796535666561248e-10,True
44100,iir-p16000-s21609,kaiser-g16,reference,AB,7.763734002465775e-05,0.00010523039560400991,7.114891448572813e-05,True,6.518886551322981e-09,True
44100,iir-p16000-s21609,hann-g32,reference,AB,1.1461638495814159e-05,1.5676242696477593e-05,1.0740211949287003e-05,True,6.518886551322981e-09,True
44100,iir-p16000-s21609,kaiser-g32,reference,AB,3.192202474060742e-05,2.343264204190815e-05,3.1810579336368505e-05,True,6.518886551322981e-09,True
44100,iir-p16000-s21609,lagrange-g64,reference,AB,8.211526474630585e-05,0.0001394146089196949,6.715096437893385e-05,True,6.518886551322981e-09,True
44100,iir-p16000-s21609,hann-g64,reference,AB,1.3933782621837397e-06,1.831997381475334e-06,1.307304040307934e-06,True,6.518886551322981e-09,True
44100,iir-p16000-s21609,kaiser-g64,reference,AB,1.4685067350881905e-05,1.4038069420551396e-05,1.466129110219027e-05,True,6.518886551322981e-09,True
44100,iir-p16000-s21609,kaiser-g16,edge,A1,0.0009202299643884542,0.0006788594216760761,0.0007689018761598169,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,hann-g32,edge,A1,0.00010450117252906454,8.778561029891222e-05,8.895449506604528e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,kaiser-g32,edge,A1,3.607673490922595e-05,2.369864233594056e-05,3.3083602167504745e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,lagrange-g64,edge,A1,0.0011673879966504082,0.001084825514703455,0.0008852993982505775,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,hann-g64,edge,A1,1.2921519197224075e-05,1.1265164916487116e-05,1.0999572367830873e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,kaiser-g64,edge,A1,1.7804909286751296e-05,1.1950540617584017e-05,1.703005858743542e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,kaiser-g16,edge,B1,0.0018070531029395697,0.0010855592602611905,0.0017680583774990935,True,8.824680657614778e-08,True
44100,iir-p16000-s21609,hann-g32,edge,B1,0.00027543218327566194,0.00018738017787565692,0.0002696352752811754,True,8.824680657614778e-08,True
44100,iir-p16000-s21609,kaiser-g32,edge,B1,6.418926120356685e-05,3.9269009287452975e-05,6.27749690215872e-05,True,8.824680657614778e-08,True
44100,iir-p16000-s21609,lagrange-g64,edge,B1,0.0026577278959735045,0.0019360044884566014,0.0024456987866242957,True,8.824680657614778e-08,True
44100,iir-p16000-s21609,hann-g64,edge,B1,3.399470985269519e-05,2.333773399165376e-05,3.3271246838864134e-05,True,8.824680657614778e-08,True
44100,iir-p16000-s21609,kaiser-g64,edge,B1,2.6440023975796576e-05,1.748004348780669e-05,2.6091880086737758e-05,True,8.824680657614778e-08,True
44100,iir-p16000-s21609,kaiser-g16,edge,AB,0.0009202300854604025,0.000678859421676073,0.0007689019237323703,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,hann-g32,edge,AB,0.00010450120115632438,8.77856102989128e-05,8.895451887272749e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,kaiser-g32,edge,AB,3.607673850836931e-05,2.3698642335942735e-05,3.308354886439923e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,lagrange-g64,edge,AB,0.0011673882216011121,0.001084825514703467,0.0008852995702592968,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,hann-g64,edge,AB,1.2921522721845584e-05,1.1265164916487423e-05,1.0999576496111627e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,kaiser-g64,edge,AB,1.7804910275223743e-05,1.1950540617584017e-05,1.7030060632064824e-05,True,4.4475480098467415e-08,True
44100,iir-p16000-s21609,kaiser-g16,overlap-reference,A1,5.031013380142131e-05,5.931109349184556e-05,4.840340766488128e-05,True,4.3841883293923657e-10,True
44100,iir-p16000-s21609,hann-g32,overlap-reference,A1,5.493996772169769e-06,7.417535357812631e-06,5.272864224290693e-06,True,4.3841883293923657e-10,True
44100,iir-p16000-s21609,kaiser-g32,overlap-reference,A1,2.1236094156608594e-05,2.5251581277567112e-05,2.0575152371575384e-05,True,4.3841883293923657e-10,True
44100,iir-p16000-s21609,lagrange-g64,overlap-reference,A1,1.0322336679412276e-05,2.061516956166095e-05,9.025277715710708e-06,True,4.3841883293923657e-10,True
44100,iir-p16000-s21609,hann-g64,overlap-reference,A1,1.0359557026644911e-06,1.2961308581022236e-06,9.873385799864416e-07,True,4.3841883293923657e-10,True
44100,iir-p16000-s21609,kaiser-g64,overlap-reference,A1,1.7315751202474346e-05,1.911021154034252e-05,1.6822356657511727e-05,True,4.3841883293923657e-10,True
44100,iir-p16000-s21609,kaiser-g16,overlap-reference,B1,5.932436995165472e-05,6.49414747698486e-05,5.923698884162439e-05,True,7.796529651523782e-10,True
44100,iir-p16000-s21609,hann-g32,overlap-reference,B1,4.317261198866087e-06,5.3250461438244155e-06,4.312890969845744e-06,True,7.796529651523782e-10,True
44100,iir-p16000-s21609,kaiser-g32,overlap-reference,B1,1.6809216538371033e-05,2.0658355382850085e-05,1.677493773534234e-05,True,7.796529651523782e-10,True
44100,iir-p16000-s21609,lagrange-g64,overlap-reference,B1,9.148550652305467e-06,2.679863873713045e-05,8.409754622476037e-06,True,7.796529651523782e-10,True
44100,iir-p16000-s21609,hann-g64,overlap-reference,B1,1.2274282242444389e-06,1.1951991226099986e-06,1.2266336885531183e-06,True,7.796529651523782e-10,True
44100,iir-p16000-s21609,kaiser-g64,overlap-reference,B1,1.8882726620122198e-05,1.6278707721114737e-05,1.8877446443328475e-05,True,7.796529651523782e-10,True
44100,iir-p16000-s21609,kaiser-g16,overlap-reference,AB,5.031009865574572e-05,5.9311093492059304e-05,4.8403359154436894e-05,True,4.38418864667012e-10,True
44100,iir-p16000-s21609,hann-g32,overlap-reference,AB,5.4939941200835785e-06,7.417535357812631e-06,5.272863310959608e-06,True,4.38418864667012e-10,True
44100,iir-p16000-s21609,kaiser-g32,overlap-reference,AB,2.1236075824606025e-05,2.5251581277567112e-05,2.0575136005904813e-05,True,4.38418864667012e-10,True
44100,iir-p16000-s21609,lagrange-g64,overlap-reference,AB,1.0321112804309813e-05,2.061516956166095e-05,9.023812212155486e-06,True,4.38418864667012e-10,True
44100,iir-p16000-s21609,hann-g64,overlap-reference,AB,1.0359575144521023e-06,1.2961308581022236e-06,9.873408216035718e-07,True,4.38418864667012e-10,True
44100,iir-p16000-s21609,kaiser-g64,overlap-reference,AB,1.731576394916617e-05,1.911021154034252e-05,1.6822372275842964e-05,True,4.38418864667012e-10,True
44100,iir-p16000-s21609,kaiser-g16,sustained-edge,A1,0.0004089401978340035,0.0002880250732213446,0.00037030215560499523,True,1.4331946819059284e-08,True
44100,iir-p16000-s21609,hann-g32,sustained-edge,A1,5.2606616638562604e-05,3.605651137869169e-05,4.771962990597385e-05,True,1.4331946819059284e-08,True
44100,iir-p16000-s21609,kaiser-g32,sustained-edge,A1,3.1326266843783335e-05,2.4048844596869426e-05,2.9782490674370205e-05,True,1.4331946819059284e-08,True
44100,iir-p16000-s21609,lagrange-g64,sustained-edge,A1,0.0005256229056862984,0.0004569578853248766,0.00046866763383415446,True,1.4331946819059284e-08,True
44100,iir-p16000-s21609,hann-g64,sustained-edge,A1,6.2816391701159865e-06,4.386403573846295e-06,5.651576042899997e-06,True,1.4331946819059284e-08,True
44100,iir-p16000-s21609,kaiser-g64,sustained-edge,A1,1.4725461715194813e-05,1.2140572162822418e-05,1.4230400469288139e-05,True,1.4331946819059284e-08,True
44100,iir-p16000-s21609,kaiser-g16,sustained-edge,B1,0.0018070530620492506,0.0010855592136585928,0.0017680583373840223,True,8.824680649207676e-08,True
44100,iir-p16000-s21609,hann-g32,sustained-edge,B1,0.0002754321827945143,0.0001873801758049517,0.000269635274806645,True,8.824680649207676e-08,True
44100,iir-p16000-s21609,kaiser-g32,sustained-edge,B1,6.418925988271386e-05,3.926900817280781e-05,6.277496774243319e-05,True,8.824680649207676e-08,True
44100,iir-p16000-s21609,lagrange-g64,sustained-edge,B1,0.002657727856416544,0.0019360044160503978,0.0024456987493758743,True,8.824680649207676e-08,True
44100,iir-p16000-s21609,hann-g64,sustained-edge,B1,3.399470980357133e-05,2.3337733760895533e-05,3.3271246790284044e-05,True,8.824680649207676e-08,True
44100,iir-p16000-s21609,kaiser-g64,sustained-edge,B1,2.6440023972210618e-05,1.7480043336662294e-05,2.6091880083471582e-05,True,8.824680649207676e-08,True
44100,iir-p16000-s21609,kaiser-g16,sustained-edge,AB,0.0004089366788121462,0.0002880250732213419,0.0003702962893365225,True,1.4331956832658401e-08,True
44100,iir-p16000-s21609,hann-g32,sustained-edge,AB,5.260662100323363e-05,3.6056511378696626e-05,4.771954054435951e-05,True,1.4331956832658401e-08,True
44100,iir-p16000-s21609,kaiser-g32,sustained-edge,AB,3.132650624748567e-05,2.4048844596869426e-05,2.978268759460476e-05,True,1.4331956832658401e-08,True
44100,iir-p16000-s21609,lagrange-g64,sustained-edge,AB,0.0005256154076544273,0.0004569578853248766,0.00046865816699003004,True,1.4331956832658401e-08,True
44100,iir-p16000-s21609,hann-g64,sustained-edge,AB,6.281616621173896e-06,4.386403573845647e-06,5.651536242921955e-06,True,1.4331956832658401e-08,True
44100,iir-p16000-s21609,kaiser-g64,sustained-edge,AB,1.47254483126101e-05,1.2140572162822418e-05,1.4230383988629355e-05,True,1.4331956832658401e-08,True
44100,fir33-p16000-s21609,kaiser-g16,reference,A1,0.0001222600092785567,0.0001813434015540457,0.00010974635944310949,True,6.6741521140721045e-09,True
44100,fir33-p16000-s21609,hann-g32,reference,A1,1.238851061128674e-05,1.963864873919912e-05,1.1517516564463786e-05,True,6.6741521140721045e-09,True
44100,fir33-p16000-s21609,kaiser-g32,reference,A1,3.2245520658502715e-05,2.648994482403756e-05,3.206521736991449e-05,True,6.6741521140721045e-09,True
44100,fir33-p16000-s21609,lagrange-g64,reference,A1,0.00013717577383658245,0.0002248838631927529,0.00011283596925742348,True,6.6741521140721045e-09,True
44100,fir33-p16000-s21609,hann-g64,reference,A1,1.951760618843393e-06,2.463676816995946e-06,1.7125335804809025e-06,True,6.6741521140721045e-09,True
44100,fir33-p16000-s21609,kaiser-g64,reference,A1,1.473965050603138e-05,1.3980880042005972e-05,1.469163326438195e-05,True,6.6741521140721045e-09,True
44100,fir33-p16000-s21609,kaiser-g16,reference,B1,6.0260028677766524e-05,7.958659486414296e-05,6.012173761098203e-05,True,8.142845137083056e-10,True
44100,fir33-p16000-s21609,hann-g32,reference,B1,4.346794170901337e-06,5.369029193391682e-06,4.340319759203851e-06,True,8.142845137083056e-10,True
44100,fir33-p16000-s21609,kaiser-g32,reference,B1,1.681556466320511e-05,2.1184382915179547e-05,1.678070428186905e-05,True,8.142845137083056e-10,True
44100,fir33-p16000-s21609,lagrange-g64,reference,B1,1.5287043979349908e-05,4.084817456210859e-05,1.4052805934277882e-05,True,8.142845137083056e-10,True
44100,fir33-p16000-s21609,hann-g64,reference,B1,1.2370533830838605e-06,1.1146740330876857e-06,1.2348802459455067e-06,True,8.142845137083056e-10,True
44100,fir33-p16000-s21609,kaiser-g64,reference,B1,1.8883077443579776e-05,1.611448598804213e-05,1.8877700958306182e-05,True,8.142845137083056e-10,True
44100,fir33-p16000-s21609,kaiser-g16,reference,AB,0.00012214028960075732,0.00018134341246651024,0.00010964931851576412,True,6.674266525764027e-09,True
44100,fir33-p16000-s21609,hann-g32,reference,AB,1.2374454125799813e-05,1.9638638203068366e-05,1.1504762797889834e-05,True,6.674266525764027e-09,True
44100,fir33-p16000-s21609,kaiser-g32,reference,AB,3.2215154148720334e-05,2.6489953023615465e-05,3.203516514258309e-05,True,6.674266525764027e-09,True
44100,fir33-p16000-s21609,lagrange-g64,reference,AB,0.00013700052235571654,0.00022488387413054813,0.00011269388351788434,True,6.674266525764027e-09,True
44100,fir33-p16000-s21609,hann-g64,reference,AB,1.950229904976283e-06,2.4636667199761973e-06,1.7114642941527392e-06,True,6.674266525764027e-09,True
44100,fir33-p16000-s21609,kaiser-g64,reference,AB,1.4751861584896565e-05,1.3980888244468768e-05,1.4703985928979212e-05,True,6.674266525764027e-09,True
44100,fir33-p16000-s21609,kaiser-g16,edge,A1,0.0016171012963561084,0.0014335022287899819,0.0013593110367601526,True,5.1334294430712623e-08,True
44100,fir33-p16000-s21609,hann-g32,edge,A1,0.00012075095675920324,0.00011436953919700374,0.00010301963738142155,True,5.1334294430712623e-08,True
44100,fir33-p16000-s21609,kaiser-g32,edge,A1,4.53960160401271e-05,4.620037051508864e-05,4.022328466726376e-05,True,5.1334294430712623e-08,True
44100,fir33-p16000-s21609,lagrange-g64,edge,A1,0.0019426228473495102,0.0019587696264978397,0.0014875460810763873,True,5.1334294430712623e-08,True
44100,fir33-p16000-s21609,hann-g64,edge,A1,1.7841278966633286e-05,1.4579634784211386e-05,1.4659148346763763e-05,True,5.1334294430712623e-08,True
44100,fir33-p16000-s21609,kaiser-g64,edge,A1,2.104901780786606e-05,1.6855554843345212e-05,1.9006529226887266e-05,True,5.1334294430712623e-08,True
44100,fir33-p16000-s21609,kaiser-g16,edge,B1,0.003090543275599836,0.001553172199173947,0.0030194269467062234,True,9.111612031082551e-08,True
44100,fir33-p16000-s21609,hann-g32,edge,B1,0.00030343293195329374,0.000193252351482332,0.00029661141013780627,True,9.111612031082551e-08,True
44100,fir33-p16000-s21609,kaiser-g32,edge,B1,8.769746467204948e-05,5.5252689773920204e-05,8.486386120620676e-05,True,9.111612031082551e-08,True
44100,fir33-p16000-s21609,lagrange-g64,edge,B1,0.004001343203895469,0.002372163128503441,0.003691285512377458,True,9.111612031082551e-08,True
44100,fir33-p16000-s21609,hann-g64,edge,B1,4.191128972013377e-05,2.527134879299487e-05,4.045299498930322e-05,True,9.111612031082551e-08,True
44100,fir33-p16000-s21609,kaiser-g64,edge,B1,3.425877641023288e-05,1.981892557385331e-05,3.289304438026824e-05,True,9.111612031082551e-08,True
44100,fir33-p16000-s21609,kaiser-g16,edge,AB,0.0016171015034415668,0.0014335022235442566,0.0013593110941219943,True,5.133434943859793e-08,True
44100,fir33-p16000-s21609,hann-g32,edge,AB,0.00012075098472476964,0.00011436953406662739,0.00010301966570455,True,5.133434943859793e-08,True
44100,fir33-p16000-s21609,kaiser-g32,edge,AB,4.5396013641555506e-05,4.620037601961428e-05,4.022307327281557e-05,True,5.133434943859793e-08,True
44100,fir33-p16000-s21609,lagrange-g64,edge,AB,0.0019426231516984393,0.001958769631668653,0.0014875463069247308,True,5.133434943859793e-08,True
44100,fir33-p16000-s21609,hann-g64,edge,AB,1.7841267456531258e-05,1.4579629868215047e-05,1.4659184486481093e-05,True,5.133434943859793e-08,True
44100,fir33-p16000-s21609,kaiser-g64,edge,AB,2.1049005277910316e-05,1.6855560517602412e-05,1.900655875027603e-05,True,5.133434943859793e-08,True
44100,fir33-p16000-s21609,kaiser-g16,overlap-reference,A1,5.166721048422286e-05,5.857600517048882e-05,4.9514429561596214e-05,True,4.647900195393584e-10,True
44100,fir33-p16000-s21609,hann-g32,overlap-reference,A1,5.5261114993459086e-06,7.97578160276232e-06,5.299487525917997e-06,True,4.647900195393584e-10,True
44100,fir33-p16000-s21609,kaiser-g32,overlap-reference,A1,2.1246751621822364e-05,2.5592618744376815e-05,2.0584967700031484e-05,True,4.647900195393584e-10,True
44100,fir33-p16000-s21609,lagrange-g64,overlap-reference,A1,1.7128702878893485e-05,3.172669776781929e-05,1.4968643909478473e-05,True,4.647900195393584e-10,True
44100,fir33-p16000-s21609,hann-g64,overlap-reference,A1,1.050243092001707e-06,1.2326146284691412e-06,9.973576310493167e-07,True,4.647900195393584e-10,True
44100,fir33-p16000-s21609,kaiser-g64,overlap-reference,A1,1.7321240786988796e-05,1.8977916932815295e-05,1.682803336538599e-05,True,4.647900195393584e-10,True
44100,fir33-p16000-s21609,kaiser-g16,overlap-reference,B1,6.026003102714825e-05,7.958661579049407e-05,6.012173986273459e-05,True,8.142840677879669e-10,True
44100,fir33-p16000-s21609,hann-g32,overlap-reference,B1,4.346794141430532e-06,5.369027597005378e-06,4.340319730656825e-06,True,8.142840677879669e-10,True
44100,fir33-p16000-s21609,kaiser-g32,overlap-reference,B1,1.6815564634853512e-05,2.1184380122994604e-05,1.678070425470884e-05,True,8.142840677879669e-10,True
44100,fir33-p16000-s21609,lagrange-g64,overlap-reference,B1,1.5287053397102113e-05,4.084820147418531e-05,1.405281483544181e-05,True,8.142840677879669e-10,True
44100,fir33-p16000-s21609,hann-g64,overlap-reference,B1,1.2370533982113992e-06,1.114674759122245e-06,1.234880258699879e-06,True,8.142840677879669e-10,True
44100,fir33-p16000-s21609,kaiser-g64,overlap-reference,B1,1.888307743927204e-05,1.6114485944569017e-05,1.8877700953833045e-05,True,8.142840677879669e-10,True
44100,fir33-p16000-s21609,kaiser-g16,overlap-reference,AB,5.166717444479106e-05,5.857600575367787e-05,4.951432332682755e-05,True,4.6477404365561935e-10,True
44100,fir33-p16000-s21609,hann-g32,overlap-reference,AB,5.52610380991358e-06,7.975782185446806e-06,5.2994820187781815e-06,True,4.6477404365561935e-10,True
44100,fir33-p16000-s21609,kaiser-g32,overlap-reference,AB,2.124673625803653e-05,2.559261816135229e-05,2.05849534209168e-05,True,4.6477404365561935e-10,True
44100,fir33-p16000-s21609,lagrange-g64,overlap-reference,AB,1.7127277810082217e-05,3.172669718447073e-05,1.4966822732592161e-05,True,4.6477404365561935e-10,True
44100,fir33-p16000-s21609,hann-g64,overlap-reference,AB,1.0502354242049122e-06,1.232614049838346e-06,9.973516466803048e-07,True,4.6477404365561935e-10,True
44100,fir33-p16000-s21609,kaiser-g64,overlap-reference,AB,1.7321252822491887e-05,1.89779175114343e-05,1.682804837829915e-05,True,4.6477404365561935e-10,True
44100,fir33-p16000-s21609,kaiser-g16,sustained-edge,A1,0.0007155687376010196,0.00048099232415054784,0.0006469129539918887,True,1.5303525950083955e-08,True
44100,fir33-p16000-s21609,hann-g32,sustained-edge,A1,5.978140756955736e-05,3.920762327910665e-05,5.4144287376875465e-05,True,1.5303525950083955e-08,True
44100,fir33-p16000-s21609,kaiser-g32,sustained-edge,A1,3.7244453898366746e-05,2.4985263760529435e-05,3.434169942201513e-05,True,1.5303525950083955e-08,True
44100,fir33-p16000-s21609,lagrange-g64,sustained-edge,A1,0.0008667209855906973,0.0006695065337597063,0.000773724745444742,True,1.5303525950083955e-08,True
44100,fir33-p16000-s21609,hann-g64,sustained-edge,A1,9.496841536776484e-06,5.283244102848172e-06,8.073451129877982e-06,True,1.5303525950083955e-08,True
44100,fir33-p16000-s21609,kaiser-g64,sustained-edge,A1,1.6287207729379134e-05,1.1092965253200257e-05,1.5240116534475471e-05,True,1.5303525950083955e-08,True
44100,fir33-p16000-s21609,kaiser-g16,sustained-edge,B1,0.0030905432077008776,0.0015531721823105896,0.0030194268801801457,True,9.111612008799544e-08,True
44100,fir33-p16000-s21609,hann-g32,sustained-edge,B1,0.00030343293066314894,0.00019325235373969613,0.0002966114088935318,True,9.111612008799544e-08,True
44100,fir33-p16000-s21609,kaiser-g32,sustained-edge,B1,8.769746163857955e-05,5.525268897922671e-05,8.486385833628163e-05,True,9.111612008799544e-08,True
44100,fir33-p16000-s21609,lagrange-g64,sustained-edge,B1,0.0040013431314430015,0.002372163106484985,0.0036912854445979655,True,9.111612008799544e-08,True
44100,fir33-p16000-s21609,hann-g64,sustained-edge,B1,4.1911288931447485e-05,2.5271348950727955e-05,4.045299428588179e-05,True,9.111612008799544e-08,True
44100,fir33-p16000-s21609,kaiser-g64,sustained-edge,B1,3.425877540506312e-05,1.9818925869271427e-05,3.2893043495765344e-05,True,9.111612008799544e-08,True
44100,fir33-p16000-s21609,kaiser-g16,sustained-edge,AB,0.0007155653938667078,0.0004809923222601677,0.000646904170721277,True,1.530346810965473e-08,True
44100,fir33-p16000-s21609,hann-g32,sustained-edge,AB,5.978120457178081e-05,3.920762139237569e-05,5.4143955279277116e-05,True,1.530346810965473e-08,True
44100,fir33-p16000-s21609,kaiser-g32,sustained-edge,AB,3.724496737101308e-05,2.498526269180695e-05,3.434218022968515e-05,True,1.530346810965473e-08,True
44100,fir33-p16000-s21609,lagrange-g64,sustained-edge,AB,0.0008667116931809327,0.0006695065356495813,0.0007737102460672456,True,1.530346810965473e-08,True
44100,fir33-p16000-s21609,hann-g64,sustained-edge,AB,9.496596476752192e-06,5.28324222966934e-06,8.07322445855282e-06,True,1.530346810965473e-08,True
44100,fir33-p16000-s21609,kaiser-g64,sustained-edge,AB,1.6287036782115143e-05,1.1092966321961302e-05,1.5239982284440117e-05,True,1.530346810965473e-08,True
44100,fir65-p16000-s21609,kaiser-g16,reference,A1,4.952823822725358e-05,5.480205513158034e-05,4.7804444545451975e-05,True,6.770014923490471e-09,True
44100,fir65-p16000-s21609,hann-g32,reference,A1,1.1744903719929179e-05,1.5805508197794653e-05,1.0969250294642632e-05,True,6.770014923490471e-09,True
44100,fir65-p16000-s21609,kaiser-g32,reference,A1,3.18683357818371e-05,2.4238133393139498e-05,3.1770711602247995e-05,True,6.770014923490471e-09,True
44100,fir65-p16000-s21609,lagrange-g64,reference,A1,4.943079883530936e-05,7.413636738083339e-05,4.012351939338197e-05,True,6.770014923490471e-09,True
44100,fir65-p16000-s21609,hann-g64,reference,A1,1.6499222206432692e-06,2.334853597260808e-06,1.4780167665429563e-06,True,6.770014923490471e-09,True
44100,fir65-p16000-s21609,kaiser-g64,reference,A1,1.4700939599011545e-05,1.3986507883040961e-05,1.466579312318376e-05,True,6.770014923490471e-09,True
44100,fir65-p16000-s21609,kaiser-g16,reference,B1,5.893898909162139e-05,5.944583526343237e-05,5.8870981976255014e-05,True,7.932990494393697e-10,True
44100,fir65-p16000-s21609,hann-g32,reference,B1,4.320580892264732e-06,5.390037057710423e-06,4.315703825550988e-06,True,7.932990494393697e-10,True
44100,fir65-p16000-s21609,kaiser-g32,reference,B1,1.6807046293189022e-05,2.0347887546639275e-05,1.677276196072276e-05,True,7.932990494393697e-10,True
44100,fir65-p16000-s21609,lagrange-g64,reference,B1,5.318161650808158e-06,1.289050453137152e-05,4.824096329288668e-06,True,7.932990494393697e-10,True
44100,fir65-p16000-s21609,hann-g64,reference,B1,1.2312968956438099e-06,1.1769653817014295e-06,1.229798951208853e-06,True,7.932990494393697e-10,True
44100,fir65-p16000-s21609,kaiser-g64,reference,B1,1.8882796942390586e-05,1.6260031854183706e-05,1.8877472925825514e-05,True,7.932990494393697e-10,True
44100,fir65-p16000-s21609,kaiser-g16,reference,AB,4.955486340701392e-05,5.4802048376868715e-05,4.783724399485152e-05,True,6.769920705715659e-09,True
44100,fir65-p16000-s21609,hann-g32,reference,AB,1.1731769748588964e-05,1.5805517527221373e-05,1.0957275276330268e-05,True,6.769920705715659e-09,True
44100,fir65-p16000-s21609,kaiser-g32,reference,AB,3.1838592819284157e-05,2.4238126638634313e-05,3.174114611232081e-05,True,6.769920705715659e-09,True
44100,fir65-p16000-s21609,lagrange-g64,reference,AB,4.936761945009023e-05,7.413637645702495e-05,4.007295951432479e-05,True,6.769920705715659e-09,True
44100,fir65-p16000-s21609,hann-g64,reference,AB,1.6489615519552323e-06,2.3348632117029657e-06,1.4774294254272071e-06,True,6.769920705715659e-09,True
44100,fir65-p16000-s21609,kaiser-g64,reference,AB,1.4713277914472126e-05,1.3986501128605018e-05,1.4678230252242771e-05,True,6.769920705715659e-09,True
44100,fir65-p16000-s21609,kaiser-g16,edge,A1,0.0002616010337224759,0.00024071492306180044,0.00022014603348364807,True,5.725888225215481e-08,True
44100,fir65-p16000-s21609,hann-g32,edge,A1,0.00011407473262363649,0.00011580511387867348,9.770290890737561e-05,True,5.725888225215481e-08,True
44100,fir65-p16000-s21609,kaiser-g32,edge,A1,3.4294720321657716e-05,2.9689823325000153e-05,3.1317134436811704e-05,True,5.725888225215481e-08,True
44100,fir65-p16000-s21609,lagrange-g64,edge,A1,0.0006405197081953071,0.0006521252714997235,0.000482801814326494,True,5.725888225215481e-08,True
44100,fir65-p16000-s21609,hann-g64,edge,A1,1.56107425153595e-05,1.4633773172560559e-05,1.3010794759187414e-05,True,5.725888225215481e-08,True
44100,fir65-p16000-s21609,kaiser-g64,edge,A1,1.9444182684557076e-05,1.4607767392031104e-05,1.7999067916749646e-05,True,5.725888225215481e-08,True
44100,fir65-p16000-s21609,kaiser-g16,edge,B1,0.0005942260160286884,0.0003303994933625031,0.0005820655381336126,True,9.36500742077443e-08,True
44100,fir65-p16000-s21609,hann-g32,edge,B1,0.00028991482796206756,0.0001772327970056673,0.00028340103072541973,True,9.36500742077443e-08,True
44100,fir65-p16000-s21609,kaiser-g32,edge,B1,5.546554871575692e-05,3.654870417246048e-05,5.3956723547630986e-05,True,9.36500742077443e-08,True
44100,fir65-p16000-s21609,lagrange-g64,edge,B1,0.0019342208640385514,0.001163016451693427,0.0017526321839602774,True,9.36500742077443e-08,True
44100,fir65-p16000-s21609,hann-g64,edge,B1,3.78074656017638e-05,2.344094106783086e-05,3.668361156959482e-05,True,9.36500742077443e-08,True
44100,fir65-p16000-s21609,kaiser-g64,edge,B1,2.981359533739548e-05,1.766604791247836e-05,2.8955039086287612e-05,True,9.36500742077443e-08,True
44100,fir65-p16000-s21609,kaiser-g16,edge,AB,0.00026160109261218754,0.00024071492706007893,0.00022014605023760897,True,5.725892544746383e-08,True
44100,fir65-p16000-s21609,hann-g32,edge,AB,0.00011407476485537313,0.00011580510959732983,9.770295008918748e-05,True,5.725892544746383e-08,True
