source,role,case,mode,finite,partition_exact,difference_from_AB_rms,peak_linear,rms_linear,dc_left,dc_right,peak_dbfs,rms_dbfs,source_window_rms_dbfs,e_to_source_db,spectral_energy_centroid_hz,tail_energy,tail_energy_centroid_seconds,d1_min_path_m,d1_max_path_m,d1_max_speed_mps,d1_correction_rms,d1_drain_samples
sustained-pad-engineering.wav,engineering pad,B-L0.03,a1b1d1,True,True,4.853884553062672e-05,0.027356848120689392,0.0003432645047785133,-4.278756571222301e-07,2.1393782856111505e-07,-31.258678813485695,-69.28742204833969,-67.52650945778288,-44.2165868987784,3158.057774820762,0.0,0.0,0,0.014857433438301086,0.13892017543640223,4.8538845647906499e-05,4
sustained-pad-engineering.wav,engineering pad,B-L0.1,a1b1d1,True,True,4.12204790659732e-05,0.02747725322842598,0.00034316887056803604,-4.278700519053917e-07,2.1393502595269586e-07,-31.220533676325687,-69.28984229255578,-67.52892970199896,-44.219007142994485,3155.766731702566,0.0,0.0,0,0.014774806201457977,0.041676053606332086,4.1220478947059769e-05,4
aliasing_response__high_frequency_sine.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.007708731573075056,0.00013574428848231408,1.363581986340184e-07,1.363581986340184e-07,-42.26034153400812,-77.34556869081139,-73.366168604091,-52.355867347170744,4333.190103009082,0.0,0.0,,,,,
aliasing_response__high_frequency_sine.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.006543587068771292,0.024906901642680168,0.0065448200290174185,1.3652675005229042e-07,1.3652675005229042e-07,-32.07360588538238,-43.68204582559304,-39.70828439844402,-18.697983141523768,10557.09779451851,0.013338786479575242,0.0019929661374155252,,,,,
aliasing_response__high_frequency_sine.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,1.9547385462294585e-05,0.007706666365265846,0.0001358836410840348,1.363607184698189e-07,1.363607184698189e-07,-42.26266883912078,-77.33665648927565,-73.35725640255528,-52.34695514563502,4325.770712915592,0.0,0.0,0,0.014774806201457977,0.13892017543640223,1.95473854332431e-05,4
broadband_response__white_noise.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.01280681136995554,0.0002542050601750034,1.7903283777467963e-07,1.7903283777467963e-07,-37.851179742050235,-71.89631617365684,-67.91691608693647,-49.91271896567069,4454.5630312395615,0.0,0.0,,,,,
broadband_response__white_noise.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.01025726508960829,0.04438966140151024,0.01025966944308678,1.649170720028792e-07,1.649170720028792e-07,-27.054363354061948,-39.77733263118193,-35.8013343906474,-17.797137269381622,11062.967602963337,0.01978054527213588,0.0019978007869864045,,,,,
broadband_response__white_noise.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,4.1907797639082724e-05,0.012795712798833847,0.0002546873338773277,1.7903272087355278e-07,1.7903272087355278e-07,-37.858710325308834,-71.87985305706574,-67.90045297034537,-49.896255849079594,4442.622636307937,0.0,0.0,0,0.014774806201457977,0.13892017543640223,4.190779779472618e-05,4
envelope_response__gated_sine.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.024005191400647163,0.0004463795019866154,-3.7424592959935343e-07,-3.7424592959935343e-07,-32.39389653839662,-67.00591513349272,-63.02651504677235,-48.06390538536421,4388.720298837988,0.0,0.0,,,,,
envelope_response__gated_sine.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.01834093916101878,0.09843432903289795,0.01834757883936602,-3.942567972041881e-07,-3.942567972041881e-07,-20.13706829366815,-34.72842474930404,-30.74902466258367,-15.786415001175527,441.9341054064059,0.0,0.0,,,,,
envelope_response__gated_sine.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,0.00010422077456468648,0.024109451100230217,0.00044773887812678894,-3.742531723563094e-07,-3.742531723563094e-07,-32.35625354181199,-66.97950386516341,-63.00010377844303,-48.03749411703488,4410.145087332313,0.0,0.0,0,0.014774806201457977,0.13892017543640223,0.00010422077470527729,4
frequency_response__log_sweep.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.019558526575565338,0.00033014365599153917,-2.0009062339677678e-07,-2.0009062339677678e-07,-34.17327731019537,-69.62594087342833,-67.40745337726476,-46.38741560213763,3116.676855476038,0.0,0.0,,,,,
frequency_response__log_sweep.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.009460195472108008,0.04030690714716911,0.009465869563867989,-2.0000921398740532e-07,-2.0000921398740532e-07,-27.8924105020595,-40.47678968483707,-38.25836242570954,-17.238324650582413,2461.8467645363726,0.0004474039390171657,0.0010145268794323626,,,,,
frequency_response__log_sweep.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,4.5684918091102916e-05,0.01943945698440075,0.00033056366734536075,-2.0008050906244652e-07,-2.0008050906244652e-07,-34.226317413680576,-69.61489763952248,-67.39641014335892,-46.37637236823179,3121.0812465977237,0.0,0.0,0,0.014774806201457977,0.13892017543640223,4.5684918149229976e-05,4
harmonic_response__stepped_sine_1khz.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.07207905501127243,0.00143923372941573,1.1598355530921066e-06,1.1598355530921066e-06,-22.843818315740837,-56.837373431167286,-53.459845404280074,-37.947588988287976,2483.549936254013,0.0,0.0,,,,,
harmonic_response__stepped_sine_1khz.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.007601806466131328,0.10013765096664429,0.007746991160394667,1.1679512083427122e-06,1.1679512083427122e-06,-19.988052010327916,-42.217338791583316,-38.83981076469611,-23.327554348704012,1049.8910065432137,0.0,0.0,,,,,
harmonic_response__stepped_sine_1khz.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,0.00016763605156758785,0.07186342030763626,0.0014400484942158323,1.1598438260405914e-06,1.1598438260405914e-06,-22.86984233172193,-56.8324576523211,-53.45492962543389,-37.94267320944179,2484.669918606263,0.0,0.0,0,0.014774806201457977,0.13892017543640223,0.00016763604861020452,4
intermodulation_response__two_tone.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.011872551403939724,0.00023599248273392778,2.4705313878971118e-08,2.4705313878971118e-08,-38.509118828013776,-72.54203661510383,-68.56263652838345,-49.31324811296588,4365.454525388248,0.0,0.0,,,,,
intermodulation_response__two_tone.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.0032499129279212817,0.028388651087880135,0.003258551527660245,2.7039899158228428e-08,2.7039899158228428e-08,-30.937104857484275,-49.73950814181585,-45.76010805509547,-26.5107196396779,1327.5377343913472,0.0,0.0,,,,,
