policy,rate,reference_rate,profile,source,stage,band_0_16000_spectral_nrms,band_0_16000_energy_ratio_db,band_16000_20000_spectral_nrms,band_16000_20000_energy_ratio_db,envelope_nrms,peak_envelope_time_delta_ms,acceptance
S1-butter6,48000,96000,edge,AB,D-OFF,0.9949231005831864,3.2847989306422223,2.060225614454743,8.97002688154619,1.8730238553548804,489,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,AB,D-ON,0.9931166093613888,3.2744441288903703,2.0711314222128676,9.01340802444881,1.8725921570577098,489,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,A1,raw,11.0793626225529,20.94170198997255,0.7559845817243167,1.7259107248131604,11.075658739076415,239,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,A1,D-OFF,11.079362622539026,20.941701989915707,0.7497411929378218,1.6706176414341094,11.075667338417789,239,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,A1,D-ON,11.077966735168783,20.94051173456286,0.7560449906103472,1.6798574999980265,11.074735904673105,239,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,A1,raw,14.512104993936122,23.273688437606864,0.7619814137888601,1.8390341271436057,14.57481795033397,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,A1,D-OFF,14.512104992673272,23.27368843380041,0.7511040532407238,1.7398208575909986,14.574743774738169,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,A1,D-ON,14.512369396284525,23.273772247247546,0.7611176358400005,1.74512864923372,14.57509246739779,182,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,B1,raw,1.1604403405507426,6.690842461029586,2.0518189195302714,9.68200071174311,1.1618255656373686,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,B1,D-OFF,1.1604403405492487,6.690842461024477,2.0096457925443105,9.563747931602824,1.1618555761250946,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,B1,D-ON,1.160472045839407,6.690969931835763,2.009577434449346,9.563512566746894,1.1618127213069323,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,B1,raw,0.9948030603753041,5.997998558737093,1.5655101425963647,8.17717309234063,0.9948134821959365,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,B1,D-OFF,0.9948030602446497,5.997998558243354,1.5025910620652885,7.96307142392498,0.9948772103877705,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,B1,D-ON,0.9949278987080676,5.9985421336407585,1.502422731632245,7.962398327674558,0.9949968510513254,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,AB,raw,11.07856143845089,20.941094121301408,0.7559751168641935,1.725677301144072,11.074826046116524,239,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,AB,D-OFF,11.078561438437015,20.94109412124456,0.7497351976931861,1.67040256250124,11.074834373489223,239,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,overlap-reference,AB,D-ON,11.077157775577355,20.93990375532606,0.7560204434074442,1.6796421282688003,11.073901269004033,239,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,AB,raw,14.511041460362739,23.273068161271677,0.7619842178097337,1.8390389768954085,14.57372297569133,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,AB,D-OFF,14.511041459099957,23.273068157465232,0.7511070101345999,1.7398269148439685,14.57364877969797,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,overlap-reference,AB,D-ON,14.511296834402183,23.273151851974568,0.7611337282211076,1.745126634776504,14.573996733868961,182,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,A1,raw,1.2503434153220636,3.466758895855888,0.6892390782344097,1.0568076529641495,1.608602798868341,238,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,A1,D-OFF,1.250343399248359,3.466758692893138,0.6852440663109263,1.013381250589255,1.6035423428969449,238,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,A1,D-ON,1.2487653227670277,3.4663047641847458,0.6953213901698855,1.0084611506658943,1.6012514758369294,238,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,A1,raw,1.5583797861889668,5.0227701650903676,0.6586485165068745,0.5604879773980675,1.9378456993334285,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,A1,D-OFF,1.5583787993288418,5.022757530027125,0.656005791013972,0.5001018313987661,1.932610660424652,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,A1,D-ON,1.5592265528196323,5.02032705042156,0.6616912984879889,0.5019047243963407,1.9327223274389629,182,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,B1,raw,0.8178836667369361,5.121917513747346,1.2265950382671118,6.9383706691960185,1.1439019930996859,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,B1,D-OFF,0.8178833829480767,5.121916256171264,1.2137345518835787,6.893488477426711,1.0954086135390921,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,B1,D-ON,0.8185211783056355,5.125047077940677,1.2137583261574287,6.893590552330985,1.0977577571681234,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,B1,raw,0.7586390488781968,4.861440434214387,1.017926078822519,6.093882084119539,0.9865862158116327,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,B1,D-OFF,0.7586130570855176,4.861320074170411,1.002603614155235,6.024410049143569,0.9110539219742684,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,B1,D-ON,0.7591269593561237,4.863891179111104,1.0026076496762426,6.024324126720493,0.910958827743981,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,AB,raw,1.2503439846720297,3.466767396195354,0.6892436375625207,1.056826110831948,1.6086007206226949,238,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,AB,D-OFF,1.2503439685985045,3.466767193234395,0.6852490847640349,1.0134027961648098,1.6035401282373989,238,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,sustained-edge,AB,D-ON,1.2487659320158828,3.4663132564399284,0.6953251638579337,1.0084823641803584,1.6012488699099328,238,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,AB,raw,1.558379998883143,5.022770093710493,0.6586395417468277,0.5604912683771488,1.937845694092858,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,AB,D-OFF,1.5583790120251821,5.022757458672133,0.655996846179222,0.5001052790472391,1.9326106550896285,182,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,sustained-edge,AB,D-ON,1.5592265102184342,5.020326981904761,0.6616945279969696,0.5019073557284807,1.9327223218835439,182,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,A1,raw,6.0526565803648165,15.846431527087452,2.748083861541852,10.91903948603807,6.23053519184426,191,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,A1,D-OFF,6.05250841898501,15.846223295264629,2.684748383683383,10.748664080630157,6.229079238684578,191,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,A1,D-ON,6.05327185894385,15.846849487783842,2.6994078075470926,10.784866684863434,6.229091914186676,191,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,A1,raw,1.2359529612701936,1.0555336260121206,2.2571674610221364,9.539308286773378,1.51979256090364,281,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,A1,D-OFF,1.2358891298934285,1.0546234408312833,2.2185900286041473,9.403208931222576,1.5165891645721166,281,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,A1,D-ON,1.2351652901131993,1.0525978587160827,2.224572507951802,9.424399434032253,1.516435702999497,281,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,B1,raw,1.1604403307337257,6.690842421570098,2.051823134098579,9.682012950929334,1.1618255558202413,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,B1,D-OFF,1.1604158038768766,6.690743818197586,1.941350249497446,9.356260615178336,1.161798788341475,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,B1,D-ON,1.1604478602364294,6.690872704398261,1.9409313251162494,9.354684156346464,1.1617559991986213,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,B1,raw,0.994803050193443,5.9979985144020205,1.5655124146653334,8.177181036976297,0.9948134720216855,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,B1,D-OFF,0.9947069066530367,5.9975798924105606,1.4722642760068656,7.841092157152067,0.9947148577618805,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,B1,D-ON,0.9948322873105183,5.998125850697489,1.471827149311944,7.839060291136155,0.9948383828459553,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,AB,raw,5.984400194406309,15.76590249918219,2.7481033560968937,10.918992333102896,6.167702829728841,191,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,AB,D-OFF,5.984253492286649,15.765694551062552,2.684774658347916,10.748624124009973,6.166262517792255,191,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,reference,AB,D-ON,5.9848842751575155,15.766312977967845,2.6994504839017437,10.784851782501777,6.1662685809122175,191,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,AB,raw,1.2297676119160044,1.2439813477216781,2.2572253821691017,9.539257525628805,1.5107361452454469,281,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,AB,D-OFF,1.229703427093071,1.243101881548291,2.2186460671519557,9.403154124399386,1.5075792218479567,281,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,reference,AB,D-ON,1.2289580963484141,1.2412522017338508,2.2243641175396562,9.424358454582041,1.5074288451156583,281,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,A1,raw,1.8128318997246207,6.56989213822126,4.023709890537251,13.692143056188442,2.6243546910422864,399,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,A1,D-OFF,1.81279044336529,6.569698720393859,3.918683818906806,13.505267357840335,2.588635203239747,399,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,A1,D-ON,1.8120757726045313,6.562788902380166,3.934267656784967,13.536687272127244,2.5873816857133494,399,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,A1,raw,0.9949409041506284,3.2848765933999964,2.0743550063206144,9.021063297758559,1.8918158811495709,489,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,A1,D-OFF,0.9947609132955346,3.283456461186698,2.05528004502612,8.94746513279292,1.8711922329288349,489,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,A1,D-ON,0.9929431581722254,3.27308901857874,2.0662534219319886,8.991556948073749,1.87076347937136,489,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,B1,raw,0.8178835966828949,5.121917191195684,1.2265949994376453,6.938370514161884,1.1439019492188984,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,B1,D-OFF,0.817802421426905,5.121546628578615,1.1996866223663813,6.837591322282581,1.0875976940321663,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,B1,D-ON,0.8184648406151929,5.1247896718498955,1.1996302978678892,6.837208510456897,1.0777961934451905,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,B1,raw,0.7586389683403804,4.861440084421163,1.017926083312432,6.093882102176938,0.9865862074040829,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,B1,D-OFF,0.7583793578156273,4.8601360262945645,1.0045881862051733,6.023188697968363,0.9209982994638592,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,B1,D-ON,0.7589231192623144,4.862848532164165,1.0045544518612672,6.022700594701277,0.9105506072472885,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,AB,raw,1.8128308057642866,6.569889046210041,4.023724839317907,13.69214382700681,2.624354507792665,399,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,AB,D-OFF,1.812789349250209,6.5696956279650305,3.9187001428939583,13.505269463126751,2.5886350194783403,399,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,edge,AB,D-ON,1.8120759462289027,6.562786322505594,3.934273809871104,13.536684218295271,2.5873815013938035,399,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,AB,raw,0.9949335364139,3.284872543938798,2.0743117340863235,9.021073156180746,1.8918157624191603,489,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,AB,D-OFF,0.99475354676649,3.28345240850094,2.0552369403879265,8.947476005139187,1.871192110701176,489,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,edge,AB,D-ON,0.9929439333965222,3.2730866526560143,2.066257011963615,8.991558646173521,1.8707633563224428,489,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,A1,raw,11.0793626225529,20.94170198997255,0.7559845817243167,1.7259107248131604,11.075658739076415,239,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,A1,D-OFF,11.079140295369335,20.94152834668018,0.7400920404122673,1.571693983075058,11.07540789764718,239,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,A1,D-ON,11.077746852767326,20.94033992444014,0.7463577093397054,1.5804748296503823,11.074498898891195,239,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,A1,raw,14.512104993936122,23.273688437606864,0.7619814137888601,1.8390341271436057,14.57481795033397,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,A1,D-OFF,14.508943498833288,23.27180278455714,0.746704756105302,1.6876480620429555,14.571637910298024,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,A1,D-ON,14.509204184588938,23.271884424783536,0.7569820468610053,1.6927933110084168,14.571940129047805,182,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,B1,raw,1.1604403405507426,6.690842461029586,2.0518189195302714,9.68200071174311,1.1618255656373686,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,B1,D-OFF,1.1604158136937857,6.690743857657071,1.9413452807867895,9.356246305201173,1.1617987981560876,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,B1,D-ON,1.160447870054251,6.690872743861203,1.940926350389158,9.354669825794874,1.1617560089934371,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,B1,raw,0.9948030603753041,5.997998558737093,1.5655101425963647,8.17717309234063,0.9948134821959365,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,B1,D-OFF,0.9947069168345747,5.997579936745914,1.472261651840532,7.8410831627116675,0.9947148679314758,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,B1,D-ON,0.9948322974929655,5.998125895034315,1.4718245177608138,7.839051261824843,0.9948383930134906,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,AB,raw,11.07856143845089,20.941094121301408,0.7559751168641935,1.725677301144072,11.074826046116524,239,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,AB,D-OFF,11.078339127270803,20.940920478416952,0.7400927810825455,1.5715173650602159,11.07457527945347,239,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,overlap-reference,AB,D-ON,11.076937908980899,20.939731945609395,0.7463402562586819,1.580298301728789,11.073664269928042,239,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,AB,raw,14.511041460362739,23.273068161271677,0.7619842178097337,1.8390389768954085,14.57372297569133,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,AB,D-OFF,14.507880193967162,23.271182512563236,0.7467077604164052,1.687654754777148,14.570543226884457,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,overlap-reference,AB,D-ON,14.508131851717453,23.2712640338668,0.7569980635988083,1.6927919463464478,14.570844745093913,182,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,A1,raw,1.2503434153220636,3.466758895855888,0.6892390782344097,1.0568076529641495,1.608602798868341,238,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,A1,D-OFF,1.2503150256961308,3.4665467180944933,0.6804485775925879,0.9436986089869165,1.6013100460557652,238,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,A1,D-ON,1.248731164950842,3.4660914504402225,0.6906066726348384,0.938872566977812,1.5991840267110866,238,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,A1,raw,1.5583797861889668,5.0227701650903676,0.6586485165068745,0.5604879773980675,1.9378456993334285,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,A1,D-OFF,1.558063728122018,5.021072160748179,0.655499493393552,0.4722741608610545,1.931739223224651,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,A1,D-ON,1.5589164104756716,5.018642134115229,0.661047118820405,0.4739051870195837,1.9321218199187213,182,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,B1,raw,0.8178836667369361,5.121917513747346,1.2265950382671118,6.9383706691960185,1.1439019930996859,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,B1,D-OFF,0.8178024914749203,5.12154695112076,1.1996866627494136,6.837591483493741,1.0875977400357324,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,B1,D-ON,0.8184649107677193,5.12478999479177,1.1996303382208424,6.837208671552947,1.0777962401895105,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,B1,raw,0.7586390488781968,4.861440434214387,1.017926078822519,6.093882084119539,0.9865862158116327,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,B1,D-OFF,0.7583794383361144,4.860136376066173,1.004588181398634,6.023188679325171,0.9209983089677813,0,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,B1,D-ON,0.7589231997616714,4.862848881898426,1.0045544470193066,6.022700575935236,0.9105506173054204,0,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,AB,raw,1.2503439846720297,3.466767396195354,0.6892436375625207,1.056826110831948,1.6086007206226949,238,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,AB,D-OFF,1.2503155950408773,3.466555218649186,0.6804540123694701,0.9437235462573728,1.6013079249133004,238,cross-rate listening pending; baseline source variation retained
S1-fir65,44100,96000,sustained-edge,AB,D-ON,1.2487317725691809,3.466099943829559,0.6906108489754127,0.9388972374371443,1.5991816379653323,238,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,AB,raw,1.558379998883143,5.022770093710493,0.6586395417468277,0.5604912683771488,1.937845694092858,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,AB,D-OFF,1.5580639408153325,5.021072089140413,0.6554905795606033,0.4722776929824869,1.931739216743205,182,cross-rate listening pending; baseline source variation retained
S1-fir65,48000,96000,sustained-edge,AB,D-ON,1.5589163681894573,5.018642065530266,0.6610503126679504,0.4739078962151205,1.9321218136168201,182,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,A1,raw,6.0526565803648165,15.846431527087452,2.748083861541852,10.91903948603807,6.23053519184426,191,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,A1,D-OFF,6.059440289537015,15.856036630924246,3.121836641681741,11.815890206440498,6.2434212411114975,191,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,A1,D-ON,6.060166063808693,15.85661014681875,3.139682234438118,11.8549356164964,6.242827146484137,191,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,A1,raw,1.2359529612701936,1.0555336260121206,2.2571674610221364,9.539308286773378,1.51979256090364,281,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,A1,D-OFF,1.2373977647064793,1.0647240806742673,2.5466091449190436,10.369121442387087,1.5188355551212456,281,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,A1,D-ON,1.2366728135285867,1.0626457235011564,2.554454565005672,10.39305055204881,1.518670357655345,281,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,B1,raw,1.1604403307337257,6.690842421570098,2.051823134098579,9.682012950929334,1.1618255558202413,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,B1,D-OFF,1.1604407269998307,6.690843780951062,2.4180043418771264,10.65283023593345,1.1617906608746513,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,B1,D-ON,1.1604581982863316,6.690914035051952,2.41887760425393,10.6551097290752,1.1617298119163508,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,B1,raw,0.994803050193443,5.9979985144020205,1.5655124146653334,8.177181036976297,0.9948134720216855,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,B1,D-OFF,0.9948034036087635,5.997999856796361,1.8190141936366848,8.988402918396389,0.9948129001736385,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,B1,D-ON,0.9949151720286962,5.998486531280241,1.8195602639063566,8.9901258798803,0.9949243769369435,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,AB,raw,5.984400194406309,15.76590249918219,2.7481033560968937,10.918992333102896,6.167702829728841,191,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,AB,D-OFF,5.990968846001016,15.775306533833033,3.1218576875407695,11.815850107585518,6.180148862062333,191,cross-rate listening pending; baseline source variation retained
S2,44100,96000,reference,AB,D-ON,5.99156201972079,15.775872161487715,3.1397264107500766,11.854926775863266,6.1795552264698195,191,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,AB,raw,1.2297676119160044,1.2439813477216781,2.2572253821691017,9.539257525628805,1.5107361452454469,281,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,AB,D-OFF,1.231175791393434,1.2529966879538679,2.5466614852769696,10.369069600079522,1.5097503506771432,281,cross-rate listening pending; baseline source variation retained
S2,48000,96000,reference,AB,D-ON,1.2304291714767983,1.2510940478448376,2.5542483244747287,10.39301612756012,1.5095883408385757,281,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,A1,raw,1.8128318997246207,6.56989213822126,4.023709890537251,13.692143056188442,2.6243546910422864,399,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,A1,D-OFF,1.8473123453434201,6.739012172905224,4.456566687306984,14.427561941816123,2.6692391654401386,399,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,A1,D-ON,1.8465254274377356,6.73201905774124,4.475758356954971,14.46161153904881,2.6678735494493795,399,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,A1,raw,0.9949409041506284,3.2848765933999964,2.0743550063206144,9.021063297758559,1.8918158811495709,489,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,A1,D-OFF,1.0154640848067962,3.451772476491281,2.315950107981216,9.76715560279184,1.9147500010300524,489,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,A1,D-ON,1.0136161757215263,3.441335766039353,2.3295847835227703,9.815141517843196,1.9142151516831716,489,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,B1,raw,0.8178835966828949,5.121917191195684,1.2265949994376453,6.938370514161884,1.1439019492188984,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,B1,D-OFF,0.861048365379897,5.3106672696732815,1.5132214063297975,7.978550875381481,1.371742968805548,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,B1,D-ON,0.8618399300967791,5.3144194510542775,1.5134661609577336,7.979451602068043,1.3707682082209982,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,B1,raw,0.7586389683403804,4.861440084421163,1.017926083312432,6.093882102176938,0.9865862074040829,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,B1,D-OFF,0.7992473972135604,5.047001949668857,1.2505813795120349,7.033297816264321,1.1498549101236353,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,B1,D-ON,0.7999046136367084,5.050181138625252,1.2507461596732048,7.033949872883573,1.1498727557188086,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,AB,raw,1.8128308057642866,6.569889046210041,4.023724839317907,13.69214382700681,2.624354507792665,399,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,AB,D-OFF,1.847311222776226,6.73900909085055,4.456582449288354,14.42756451575356,2.66923902550799,399,cross-rate listening pending; baseline source variation retained
S2,44100,96000,edge,AB,D-ON,1.846525557519482,6.732016458534725,4.47576370268319,14.461608230253942,2.6678734095921377,399,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,AB,raw,0.9949335364139,3.284872543938798,2.0743117340863235,9.021073156180746,1.8918157624191603,489,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,AB,D-OFF,1.0154567973143416,3.4517684430967774,2.3159073183352588,9.767167147860583,1.914749913818051,489,cross-rate listening pending; baseline source variation retained
S2,48000,96000,edge,AB,D-ON,1.0136168533717125,3.4413333828378785,2.3295880644198887,9.815143322556565,1.914215064539061,489,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,A1,raw,11.0793626225529,20.94170198997255,0.7559845817243167,1.7259107248131604,11.075658739076415,239,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,A1,D-OFF,11.082327944994091,20.944028644088593,0.8255265975887285,2.4127063924079635,11.082978502452457,239,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,A1,D-ON,11.080812442224012,20.942744391596094,0.8322908044153867,2.423469699348707,11.0820308937189,239,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,A1,raw,14.512104993936122,23.273688437606864,0.7619814137888601,1.8390341271436057,14.57481795033397,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,A1,D-OFF,14.515989893727946,23.276014967990776,0.8201216189997173,2.4438107671322653,14.584237815324409,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,A1,D-ON,14.516095635039525,23.27600348884981,0.8306276714272012,2.450536580909316,14.584276393703044,182,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,B1,raw,1.1604403405507426,6.690842461029586,2.0518189195302714,9.68200071174311,1.1618255656373686,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,B1,D-OFF,1.1604407368170628,6.690843820410333,2.4179988835921327,10.652816202043347,1.1617906707073267,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,B1,D-ON,1.1604582081043726,6.690914074514687,2.418872148623945,10.655095705914011,1.1617298217384364,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,B1,raw,0.9948030603753041,5.997998558737093,1.5655101425963647,8.17717309234063,0.9948134821959365,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,B1,D-OFF,0.9948034137905876,5.997999901131232,1.819011212795677,8.988393501292096,0.994812910357235,0,cross-rate listening pending; baseline source variation retained
