policy,rate,reference_rate,profile,source,stage,band_0_16000_spectral_nrms,band_0_16000_energy_ratio_db,band_16000_20000_spectral_nrms,band_16000_20000_energy_ratio_db,envelope_nrms,peak_envelope_time_delta_ms,acceptance
S1-butter6,48000,96000,edge,A1,raw,0.9949409041506284,3.2848765933999964,2.0743550063206144,9.021063297758559,1.8918158811495709,489,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,A1,D-OFF,0.9949304681947645,3.2848029797770413,2.0602688776829727,8.970016375182459,1.873023978617161,489,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,A1,D-ON,0.9931158415902961,3.2744464992292457,2.0711277492865805,9.01340612645396,1.8725922802673407,489,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,edge,B1,raw,0.8178835966828949,5.121917191195684,1.2265949994376453,6.938370514161884,1.1439019492188984,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,edge,B1,D-OFF,0.8178833128940521,5.121915933619623,1.213734512388619,6.893488319771558,1.095408568032145,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,edge,B1,D-ON,0.8185211081486758,5.125046754992274,1.2137582866926833,6.893590394811087,1.0977577119274815,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,B1,raw,0.7586389683403804,4.861440084421163,1.017926083312432,6.093882102176938,0.9865862074040829,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,B1,D-OFF,0.7586129765499923,4.861319724382055,1.0026036187570548,6.02441006739768,0.9110539115664991,0,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,B1,D-ON,0.7591268788430484,4.863890829359951,1.0026076543073252,6.0243241450813665,0.9109588174064048,0,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,edge,AB,raw,1.8128308057642866,6.569889046210041,4.023724839317907,13.69214382700681,2.624354507792665,399,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,edge,AB,D-OFF,1.812830760880977,6.569888769120585,3.978236751802944,13.61366465220765,2.599965728052807,399,cross-rate listening pending; baseline source variation retained
S1-butter6,44100,96000,edge,AB,D-ON,1.812108354633022,6.562981621584472,3.9930146661354957,13.643263585201176,2.5986855557140323,399,cross-rate listening pending; baseline source variation retained
S1-butter6,48000,96000,edge,AB,raw,0.9949335364139,3.284872543938798,2.0743117340863235,9.021073156180746,1.8918157624191603,489,cross-rate listening pending; baseline source variation retained
