rate,kernel,frequency_hz,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,core_pass
44100,hann-g32,16000.0,6.373125003424372e-05,0.00011096757511757308,5.46882240126628e-05,True,True
44100,hann-g32,18000.0,0.00025028505952156855,0.00042401792520634535,0.0001770121359634874,True,True
44100,hann-g32,20000.0,0.0021761196888572818,0.0037078174403778483,0.001684015611050575,True,True
44100,kaiser-g32,1000.0,1.4890982572995186e-05,2.422374089519521e-05,1.4517703684687289e-05,True,True
44100,kaiser-g32,2000.0,2.56561673994129e-05,4.295836968195218e-05,2.5064306456090833e-05,True,True
44100,kaiser-g32,4000.0,3.519850449332076e-06,4.553917937278544e-06,2.7321308301220425e-06,True,True
44100,kaiser-g32,8000.0,7.282683771299485e-06,9.292168227470472e-06,5.8584921216674175e-06,True,True
44100,kaiser-g32,12000.0,1.119737469659585e-05,1.4214542433566868e-05,1.0162049292020532e-05,True,True
44100,kaiser-g32,16000.0,1.37441933825336e-05,1.783529265981146e-05,1.2157976648666224e-05,True,True
44100,kaiser-g32,18000.0,3.9321087187769643e-05,7.081356370146181e-05,2.889145953862953e-05,True,True
44100,kaiser-g32,20000.0,1.5282375846021752e-05,1.9598264336501202e-05,1.4388120350650287e-05,True,True
44100,lagrange-g64,1000.0,1.7883545397834868e-13,8.372746945323614e-13,1.2891031766485156e-13,True,True
44100,lagrange-g64,2000.0,3.562244350267602e-13,1.6504159168109091e-12,2.551923057958477e-13,True,True
44100,lagrange-g64,4000.0,7.138852421137769e-13,3.363670514852112e-12,5.007437464276014e-13,True,True
44100,lagrange-g64,8000.0,1.429070088987452e-12,6.640937808591889e-12,9.877760611883533e-13,True,True
44100,lagrange-g64,12000.0,2.1216490333870878e-12,8.023748374226853e-12,1.5196301740247635e-12,True,True
44100,lagrange-g64,16000.0,4.055542974471558e-07,6.903440241057133e-07,3.127851953577145e-07,True,True
44100,lagrange-g64,18000.0,0.0005828279138352851,0.000992093568679315,0.0004179077269169069,True,True
44100,lagrange-g64,20000.0,0.057300919209127284,0.09755599980923887,0.04284060236252534,True,False
44100,hann-g64,1000.0,6.944526948457273e-07,1.4726861251701993e-06,6.816287291707289e-07,True,True
44100,hann-g64,2000.0,8.327310904904235e-08,1.1116377075201474e-07,6.663890337164093e-08,True,True
44100,hann-g64,4000.0,2.132790318438464e-07,4.2960954802828253e-07,1.9614706449139855e-07,True,True
44100,hann-g64,8000.0,9.934291748661535e-07,1.9758758692423713e-06,8.593079372067311e-07,True,True
44100,hann-g64,12000.0,2.3998887101788256e-06,4.392965437990149e-06,2.1346048884552482e-06,True,True
44100,hann-g64,16000.0,1.2207388202868113e-06,1.770106965109748e-06,1.0281340200444158e-06,True,True
44100,hann-g64,18000.0,2.3930797956004366e-05,4.0475135420833484e-05,1.6905573952484513e-05,True,True
44100,hann-g64,20000.0,0.0002702489063193889,0.00045990339387582123,0.00020921904357092377,True,True
44100,kaiser-g64,1000.0,1.3215748647103869e-05,2.2433785414265957e-05,1.3010773125796257e-05,True,True
44100,kaiser-g64,2000.0,1.3611950376293532e-06,1.783083468564035e-06,1.1882911970065218e-06,True,True
44100,kaiser-g64,4000.0,4.1622597936798855e-06,6.555863009446296e-06,3.921768903321454e-06,True,True
44100,kaiser-g64,8000.0,1.1994530388445707e-05,2.0324306193125414e-05,1.1237047654336477e-05,True,True
44100,kaiser-g64,12000.0,1.63404998216685e-05,2.8387093554376707e-05,1.5021589565438303e-05,True,True
44100,kaiser-g64,16000.0,1.1870695954074626e-05,2.1564975991254065e-05,1.06506567167768e-05,True,True
44100,kaiser-g64,18000.0,7.633986488299785e-06,1.4768657090246904e-05,6.244192407145795e-06,True,True
44100,kaiser-g64,20000.0,2.4578678956710255e-05,4.4349135933821814e-05,1.914004026877888e-05,True,True
48000,lagrange-g0,1000.0,6.092453519577347e-06,1.2204249176686065e-05,4.840075794728068e-06,True,True
48000,lagrange-g0,2000.0,9.700566551822078e-05,0.00019388717713518186,7.748129056496807e-05,True,True
