rate,reference_rate,conditioner,reference_conditioner,frequency_hz,magnitude_difference_db,phase_difference_rad,engineering_latency_removed,acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,20000.0,-28.44121183271914,-6.106955848844888e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,1000.0,-0.0013490557289695354,2.0506869950496568e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,2000.0,-0.0005754886612136501,-3.6906240620396236e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,4000.0,-0.002103886545148796,6.567751144269979e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,8000.0,0.0013763471234885033,-6.010898379914919e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,12000.0,-0.002591129340285,1.1915518736605022e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,16000.0,0.8191361497535049,-9.503953217907853e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,18000.0,-4.839242500942259,1.019473874710279e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s19000,fir65-p16000-s19000,20000.0,-25.445371777115756,3.141592653589714,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,1000.0,-0.000896521211964462,8.873226607075222e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,2000.0,-0.0008764472552482369,-3.6621239062571683e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,4000.0,-0.000875191427686287,1.8964448832040087e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,8000.0,-0.0005706466981366116,-1.162329231005802e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,12000.0,-0.0016267839647439398,2.281651057478474e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,16000.0,-0.010205412273426402,-1.767130465611264e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,18000.0,-15.937425395957586,4.548928266279332e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s19000,fir129-p16000-s19000,20000.0,-12.16137382264883,-3.1415926535897896,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,1000.0,5.785964799319721e-15,0.8060540193394596,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,2000.0,1.1571929598639439e-14,1.6140757660091618,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,4000.0,1.735789439795915e-14,-3.0392060974373964,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,8000.0,-3.5680116262472355e-13,0.33401310189898104,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,12000.0,-1.902349286774036e-07,-2.305927232326631,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,16000.0,-9.643274665532871e-16,1.7888906127801452,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,18000.0,4.68702286188702,-2.7097501429104107,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s20000,iir-p16000-s20000,20000.0,-3.4173762562652343,-2.0055425199449877,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,1000.0,0.00017394219969928132,-2.0552170621607992e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,2000.0,-0.0006749123190923668,-3.580608685235332e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,4000.0,-0.011626395438789872,5.835360087548539e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,8000.0,0.04500853579830941,-3.740654240724192e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,12000.0,0.8157834586882996,2.8604886823244383e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,16000.0,1.673774084214941,3.9450478380354615e-18,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,18000.0,-0.004002008438141617,-2.3322575465399325e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s20000,fir17-p16000-s20000,20000.0,-4.8521460280869615,-4.624193648486001e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,1000.0,5.7013313518699254e-05,-4.151676038544731e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,2000.0,-0.0035039431759873903,5.979308775981826e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,4000.0,-0.0002887200612576371,5.248036506584387e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,8000.0,-0.005800609373847889,-1.1450013723100576e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,12000.0,-0.008781412507038119,8.926697316122112e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,16000.0,1.566824987813392,4.628654360691741e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,18000.0,0.0020450344384636268,-5.873841641943415e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s20000,fir33-p16000-s20000,20000.0,-15.920373554738799,-1.1191381924480166e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,1000.0,-0.00260137042892242,4.712202331392579e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,2000.0,-0.002156839411615324,1.3205891268259484e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,4000.0,-0.003097861624607949,8.0279910808549445e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,8000.0,-0.0006512118892602958,-6.546657817274887e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,12000.0,-0.0017090715546041752,1.0492988492725142e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,16000.0,0.2599212611496022,-9.240477881686934e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,18000.0,0.0006997186575104773,-8.420664711215376e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s20000,fir65-p16000-s20000,20000.0,-33.48550741009255,-7.334681957255949e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,1000.0,-0.001341751239970749,-2.903725190705073e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,2000.0,-0.0014611741139014312,3.1819314216114666e-18,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,4000.0,-0.0012277858265329982,1.605868307766868e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,8000.0,-0.0019243821844655779,-6.862113618114422e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,12000.0,0.0002605776097534954,1.8732312647624807e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,16000.0,0.008610652972766029,-1.2143999261587828e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,18000.0,0.00030677607726389876,-1.2811732343268854e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s20000,fir129-p16000-s20000,20000.0,-5.513893378244326,3.141592653589711,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,1000.0,-4.300900500827767e-13,0.45269736452780984,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,2000.0,-1.1271348727387919e-10,0.9068267615006077,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,4000.0,-3.31851813032293e-08,1.8252584487768542,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,8000.0,-1.541837927049479e-05,-2.5346407978355665,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,12000.0,-0.0012462561465721072,-0.3803574681108864,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,16000.0,-1.1571929598639454e-14,2.317813722804732,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,18000.0,4.194604257106108,-2.0298987987940205,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s23520,iir-p16000-s24000,20000.0,12.499086734049667,-1.2173151578995463,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,1000.0,0.0010561712360074144,-7.315960625942351e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,2000.0,0.004056720750590709,2.6207010492757277e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,4000.0,0.009850263101472254,2.391270460181863e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,8000.0,-0.0026397287424230064,7.726495447252854e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,12000.0,0.2684132012995242,3.2050702220306043e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,16000.0,1.4771260915764517,-2.442420959614334e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,18000.0,1.342493213324667,-3.378113130914365e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s23520,fir17-p16000-s24000,20000.0,-0.7305883672377813,-2.9903961471481987e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,1000.0,0.0005906755374571633,3.4250487337687624e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,2000.0,0.0010841756613937858,-1.857955871768591e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,4000.0,2.242413520394432e-06,2.6793612216149104e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,8000.0,0.0004690161054689291,-1.6548239044500225e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,12000.0,0.006075113361308057,5.611115245589078e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,16000.0,0.2687955720321285,-1.2549729135061804e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,18000.0,1.3563759643388216,-7.10633119956832e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s23520,fir33-p16000-s24000,20000.0,-1.5548361379259865,-2.6505106539353016e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,1000.0,-0.00042233150101592294,5.776964793850943e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,2000.0,-0.0005168472112427983,-1.2246849823461244e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,4000.0,-0.00020527828012592225,1.214696393857344e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,8000.0,-0.00048522619054302716,-4.866265326925941e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,12000.0,-0.0026328943120730044,1.1335367254603775e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,16000.0,0.0076082010426029925,-9.075464719345155e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,18000.0,0.2710417802670916,-1.5242054712485374e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s23520,fir65-p16000-s24000,20000.0,-3.372918750700549,-1.387302311563702e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,1000.0,0.00032159627971775975,4.0536582052669075e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,2000.0,0.0006617501434917363,-1.3953411913200148e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,4000.0,-3.659082573864146e-05,1.0806848884761165e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,8000.0,0.0014646382531786895,-5.82041615486875e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,12000.0,0.00023770026624424478,1.890978974242115e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,16000.0,-0.004511023081139855,-2.0078842340273903e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,18000.0,0.004274326577236482,-2.810182653402674e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s23520,fir129-p16000-s24000,20000.0,-7.9181517176027665,-3.104757583786657e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,1000.0,9.643274665532866e-15,3.126751522808163,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,2000.0,-3.857309866213149e-15,-0.022090006734531594,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,4000.0,3.2787133862811696e-14,0.016858916857180196,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,8000.0,3.857309866213148e-15,0.5307907321426965,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,12000.0,1.1571929598639439e-14,2.0674598311308894,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,16000.0,5.785964799319703e-14,-1.30997296419324,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,18000.0,2.565111061031706e-13,0.16935871621566814,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s19000,iir-p18000-s19000,20000.0,-18.833202350487415,-1.58929297977637,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,1000.0,0.0007718148287816053,2.4109558941262183e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,2000.0,0.001745843317819323,1.8404854133290565e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,4000.0,-0.004704171875835361,2.1505838248036307e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,8000.0,0.02436361936213821,5.371304743941814e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,12000.0,0.6439170823076484,4.177130563978459e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,16000.0,1.77116740931076,1.1865893953641438e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,18000.0,0.6501352524630555,-1.942349147447645e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s19000,fir17-p18000-s19000,20000.0,-3.2279159771919,-5.114054804461601e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,1000.0,-0.00313474253950628,1.737332795960272e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,2000.0,-0.006460426533711303,-3.4106487485944646e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,4000.0,-0.005018036462971832,1.5709181314009115e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,8000.0,-0.007958468064938868,-7.30610771998908e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,12000.0,-0.013067842426706631,1.4470482721595457e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,16000.0,1.2039599002497816,-1.0875622808161683e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,18000.0,1.1343723409376776,-3.389501191565287e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s19000,fir33-p18000-s19000,20000.0,-9.192176613409206,-1.0737436242641027e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,1000.0,-0.003171094381480489,-3.537948915223116e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,2000.0,-0.0036309618493497015,1.549287420031663e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,4000.0,-0.0028010136007465374,1.040854023198238e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,8000.0,-0.004757053935652728,-8.796221611367679e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,12000.0,0.0015885921487970539,9.153864538876185e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,16000.0,0.04668850275208876,-7.850935236034645e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,18000.0,1.675260292568193,-6.74534840212178e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s19000,fir65-p18000-s19000,20000.0,-38.900531121599556,3.1415926535897514,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,1000.0,0.0022994677382159397,5.026866336067572e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,2000.0,0.002390912729373861,-1.301961622357437e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,4000.0,0.0021796436141130705,2.2107056009745532e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,8000.0,0.0025689206968744632,-3.6201808582415855e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,12000.0,0.0009264211812155559,1.5200573161016166e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,16000.0,-0.0020749668286578343,-1.5828637035507307e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,18000.0,1.5711201219326805,-2.6926340665659076e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s19000,fir129-p18000-s19000,20000.0,-22.56670124683884,3.141592653589619,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,1000.0,5.785964799319721e-15,1.6068809664890586,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,2000.0,-2.121520426417234e-14,-3.0653179547807854,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,4000.0,9.643274665532866e-15,0.18560893144314547,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,8000.0,-1.7357894397959187e-14,0.642467131806983,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,12000.0,-1.2536257065192741e-14,1.6737211072997158,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,16000.0,-8.794713791536346e-08,-2.7040929364409374,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,18000.0,-5.785964799319725e-15,1.6896080310180865,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s20000,iir-p18000-s20000,20000.0,-2.5396859014873217,-1.6260499627784615,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,1000.0,0.0010100395879227674,9.728189311011996e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,2000.0,0.003091069316488082,-7.152590374219299e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,4000.0,0.001494470426138574,1.1044814027842238e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,8000.0,0.010327111411068369,-3.049204252515784e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,12000.0,0.49375681312204717,2.1702635646734574e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,16000.0,1.7743344072586882,4.887467356885325e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,18000.0,1.1352448986995207,-5.325083600356932e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s20000,fir17-p18000-s20000,20000.0,-1.9012702243813826,-2.707036351290032e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,1000.0,-0.0043725854876782615,4.2216859402773423e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,2000.0,-0.006698492545946038,-1.0367517078872486e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,4000.0,-0.006860493373936124,4.027017293958677e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,8000.0,-0.007454842133934612,-2.2371742109416623e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,12000.0,-0.00795015542647017,4.515033407228169e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,16000.0,0.8158991379738458,-4.2587625268290013e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,18000.0,1.671836398289273,-8.99726777893915e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s20000,fir33-p18000-s20000,20000.0,-4.835922153088856,-1.2187328346275493e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,1000.0,0.0034392577093824575,2.85302001950839e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,2000.0,0.0032228955042064586,6.16960448118752e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,4000.0,0.003571053081858232,9.316355334572897e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,8000.0,0.0022826872104935196,4.2076382537895974e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,12000.0,0.0034647818739833858,9.57595195925799e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,16000.0,-0.006069993191009441,-3.9243615252494923e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,18000.0,1.5704441643484766,-5.03238790366627e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s20000,fir65-p18000-s20000,20000.0,-15.886155940991728,-1.0367391918996405e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,1000.0,-0.0010007177005618851,-4.358016795245417e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,2000.0,-0.0009832751944717762,-5.13704289417007e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,4000.0,-0.0009857959225465784,1.79888411983685e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,8000.0,-0.0007675721623683626,-1.3004417908221973e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,12000.0,-0.0010618673432292937,1.7904426929314405e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,16000.0,-0.002592003332660471,-2.1736120077494184e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,18000.0,0.2620023143255879,-2.060204684183787e-15,True,diagnostic; no cross-rate product/filter acceptance
