rate,reference_rate,conditioner,reference_conditioner,frequency_hz,magnitude_difference_db,phase_difference_rad,engineering_latency_removed,acceptance
44100,96000,iir-p18000-s19000,iir-p18000-s19000,20000.0,-31.511453393661938,-0.6805042256627049,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,1000.0,-0.0004059253649196147,6.504570749420806e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,2000.0,-0.0011222277591382771,1.4254661084590587e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,4000.0,-0.004796446482570393,1.4416300734382367e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,8000.0,0.022510827290123672,-8.109851879995178e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,12000.0,0.6358641081919876,3.831991244292083e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,16000.0,1.9760897972331541,-1.2664464768439914e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,18000.0,0.7697444410650074,3.2669490314269424e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s19000,fir17-p18000-s19000,20000.0,-3.9219028898108994,-9.946135173543883e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,1000.0,0.0003488067446413302,-8.76139064353369e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,2000.0,-0.004551165146874705,6.273202477456418e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,4000.0,-0.0009766290365663373,-2.254719562517326e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,8000.0,-0.007987501093983204,-2.7626508181049445e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,12000.0,-0.009150045241091758,-5.587040301795742e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,16000.0,1.2428431547292587,-1.3567269977277525e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,18000.0,1.3127891106359446,4.549381564139196e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s19000,fir33-p18000-s19000,20000.0,-11.332671270034373,-1.0503200009088838e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,1000.0,-0.0022452362965145094,-1.1936477243176083e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,2000.0,-0.0032892029281594505,8.296310817615528e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,4000.0,-0.0011624858605403458,6.660243866025084e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,8000.0,-0.0017026331936482837,-8.507596516330561e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,12000.0,0.002581010206228335,9.349037950624038e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,16000.0,0.047856325007657664,-7.888568322949162e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,18000.0,1.8984977827881462,7.123824982592218e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s19000,fir65-p18000-s19000,20000.0,-43.02872557349183,-3.141592653589722,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,1000.0,0.0030065644115006267,7.614857489288866e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,2000.0,0.0018312788459315852,2.026570429199887e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,4000.0,0.0015514039131554259,6.466790598835168e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,8000.0,0.003303134989027872,-1.0142697357243442e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,12000.0,0.0023975089536990395,1.126352501867039e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,16000.0,0.0010166120215850867,-1.483049677003616e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,18000.0,1.680033035760198,-9.366007461561023e-18,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s19000,fir129-p18000-s19000,20000.0,-5.717663534158374,-3.141592653589783,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,1000.0,-9.643274665532871e-16,1.7870356394113494,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,2000.0,-7.7146197324263e-15,-2.7035940155417952,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,4000.0,5.785964799319721e-15,0.9206439208872776,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,8000.0,-1.6393566931405895e-14,2.214828736616874,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,12000.0,-9.257543678911605e-14,-1.929703587424564,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,16000.0,-1.1516478331220876e-06,1.7634184380673747,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,18000.0,3.85730986621314e-14,1.4030140508834863,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s20000,iir-p18000-s20000,20000.0,-2.358438911138747,-0.5206999795274624,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,1000.0,-5.280710470022696e-05,1.4309474154051884e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,2000.0,0.00025954789073382546,2.8252800452407863e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,4000.0,0.00037713697774126136,7.702325744269825e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,8000.0,0.007210474031785522,-1.8012402548321011e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,12000.0,0.48689870119304596,1.246721882899275e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,16000.0,1.9531223085429517,3.352000127173497e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,18000.0,1.32227513687446,5.49472354268571e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s20000,fir17-p18000-s20000,20000.0,-2.271638157273596,3.90781088106349e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,1000.0,0.0011198369334405988,3.8424350593678565e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,2000.0,-0.003058238086034495,7.614198993368708e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,4000.0,-0.00037549368429210667,3.7752802084236363e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,8000.0,-0.00716153528712779,-1.4981298711577235e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,12000.0,-0.0014830094224091994,2.996571864121896e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,16000.0,0.8194625650844428,-3.932093575403737e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,18000.0,1.8980069475288899,1.0337251535493733e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s20000,fir33-p18000-s20000,20000.0,-5.877661265570881,-7.205151652656017e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,1000.0,0.0037415831485221036,-1.5377062308419362e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,2000.0,0.004538850074712496,1.4144799471455584e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,4000.0,0.002726312783883161,5.352440852976506e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,8000.0,0.0004228962780825026,-4.431167170510534e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,12000.0,0.0019162149225879189,1.0896172506007316e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,16000.0,-0.008912240538589947,-6.443504042547317e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,18000.0,1.6800547131117431,5.8108071671530195e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s20000,fir65-p18000-s20000,20000.0,-20.369654716389014,2.3952237051261547e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,1000.0,0.000578250311253002,2.719387114192595e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,2000.0,0.00011736691434389918,1.5184435395838816e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,4000.0,0.00043766380115524845,9.165954726188774e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,8000.0,4.070709937288738e-05,-1.1784786721858695e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,12000.0,-0.0008289458487358559,1.407857150090325e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,16000.0,0.0008140288800310008,-1.9847168270255706e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,18000.0,0.26449438858801677,2.912133466428854e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s20000,fir129-p18000-s20000,20000.0,-37.931973588739744,1.269469808773541e-13,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,1000.0,-7.7146197324263e-15,0.596078857661023,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,2000.0,-1.0896900372052828e-12,1.1940146002438052,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,4000.0,-3.301269005786594e-10,2.4030539362441354,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,8000.0,-1.732265852723181e-07,-1.351137555791087,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,12000.0,-1.85717563893375e-05,1.4645475239281567,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,16000.0,-0.002883237731085312,-1.4623356352938957,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,18000.0,1.1571929598639439e-14,0.5566508132093497,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,iir-p18000-s21609,iir-p18000-s24000,20000.0,1.8212588464611157,2.3689186988831206,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,1000.0,0.0009502783252599653,-7.416073494355948e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,2000.0,0.003644175030380605,1.4700718169072703e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,4000.0,0.011259099738160675,-5.636626085058742e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,8000.0,-0.004189882451774065,-2.785564642109066e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,12000.0,0.1299197649270044,2.632881563015626e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,16000.0,1.0393738567815407,-6.643407074391305e-19,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,18000.0,0.6981407853191064,3.0577930802032337e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir17-p18000-s21609,fir17-p18000-s24000,20000.0,-1.822121907742954,1.0905705020503804e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,1000.0,-0.0006179104512489565,5.065209968360642e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,2000.0,0.0036040466717048502,4.577724098337624e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,4000.0,0.0004204827082163287,4.422145681914032e-17,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,8000.0,0.006266803688074908,-4.0305800327378425e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,12000.0,0.0023776724835239487,6.481914500310867e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,16000.0,0.042984366933012,-5.784829045803292e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,18000.0,0.5190653884100589,4.330486184491294e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir33-p18000-s21609,fir33-p18000-s24000,20000.0,-3.86526737451331,1.8574834940570766e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,1000.0,-0.004210794634377856,5.750764667197115e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,2000.0,-0.005032396639632754,7.685942312283259e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,4000.0,-0.003276960849649186,2.4437243033867275e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,8000.0,-0.0021365284804359796,-4.329200276644094e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,12000.0,0.0005186807172527701,8.526814517166758e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,16000.0,-0.004229879813929291,-1.3974988001962843e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,18000.0,-0.017913712440418263,-3.2187909922065486e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir65-p18000-s21609,fir65-p18000-s24000,20000.0,-7.109382066030456,3.451745945077759e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,1000.0,-6.804456699980326e-05,5.549492524210634e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,2000.0,-0.0015543140780529836,1.842898660627671e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,4000.0,-0.0012544826594044353,1.1094716752011455e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,8000.0,-0.000961138891236117,-1.0847160458624797e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,12000.0,0.002242746861396088,2.1885318709587166e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,16000.0,0.0023648474719627894,-1.7901888358723163e-15,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,18000.0,0.003934682418399298,5.041531176628285e-16,True,diagnostic; no cross-rate product/filter acceptance
44100,96000,fir129-p18000-s21609,fir129-p18000-s24000,20000.0,-12.519855225298075,6.117296232584109e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,1000.0,2.314385919727886e-14,1.5289380353795463,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,2000.0,-7.7146197324263e-15,3.0610525857733437,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,4000.0,1.928654933106572e-14,-0.1356823415661979,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,8000.0,-9.643274665532877e-15,-0.06983920415549362,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,12000.0,-1.9286549331065764e-14,0.3685061127917933,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,16000.0,-3.664444372902498e-14,1.083221270951041,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,18000.0,-0.4632096138010474,-2.9261995136251424,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s18000,iir-p16000-s18000,20000.0,-29.308794183231758,-2.0043994743825966,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,1000.0,-0.00203402246025675,1.6955988072049027e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,2000.0,-0.008042727804258744,2.1310064472108056e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,4000.0,-0.023253339896292725,3.3342501298288413e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,8000.0,0.11638422448169337,9.583668550701512e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,12000.0,1.1978370097536182,4.123196884818464e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,16000.0,1.1251555528986605,-4.207447042503432e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,18000.0,-1.9159684958872678,-3.407666240825185e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s18000,fir17-p16000-s18000,20000.0,-9.233504045179949,-2.460004245390543e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,1000.0,0.0007537794781629144,-1.0006483359885505e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,2000.0,0.0009791005662006143,-4.520891352374998e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,4000.0,0.002618641141166424,5.605188104951927e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,8000.0,0.0031641646167277393,-1.2230820054628565e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,12000.0,0.04943895399493539,2.726610920275343e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,16000.0,1.6789265275594267,2.98174717715984e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,18000.0,-4.837956059213115,-5.66078519236231e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s18000,fir33-p16000-s18000,20000.0,-38.670725590260346,-3.1415926535897576,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,1000.0,-0.00039350845029977673,-3.393240697541524e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,2000.0,-0.0006182728659446455,4.01387330449042e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,4000.0,2.9300627912449345e-05,1.3918884899587458e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,8000.0,-0.001126418409782007,-3.2255716189779495e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,12000.0,-0.003316342949314088,7.108256997130124e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,16000.0,1.5706477353862145,-1.2370526798074782e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,18000.0,-15.925026076470125,6.003630803440319e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p16000-s18000,fir65-p16000-s18000,20000.0,-35.315967558478306,-4.953336566986379e-13,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,1000.0,0.0022229452847731825,5.741508283633557e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,2000.0,0.002344268045940484,-7.592841976923518e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,4000.0,0.0020586082386988896,1.5645260931761127e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,8000.0,0.0025709335971300686,-7.181629866225693e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,12000.0,0.0017800711114452422,2.1733287430219806e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,16000.0,0.26444075856306104,-9.94885916741519e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,18000.0,-33.30623069445201,-3.831935417381226e-14,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p16000-s18000,fir129-p16000-s18000,20000.0,11.848283392042386,-1.3311153445896794e-12,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,1000.0,-5.785964799319725e-15,1.0472335516679128,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,2000.0,-2.7001169063492082e-14,2.0968402445042043,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,4000.0,-7.7146197324263e-15,-2.070466315286336,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,8000.0,-2.6036841596938793e-14,2.295790823603949,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,12000.0,-7.832151964402928e-10,0.6838250822680098,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,16000.0,-1.8322221864512472e-14,-0.5264854566206485,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,18000.0,2.9973548744198513,1.3907068436476562,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p16000-s19000,iir-p16000-s19000,20000.0,-12.047850368520436,2.1819840912408615,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,1000.0,-0.0008012630403871898,-5.041764439064503e-18,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,2000.0,-0.004095848944421367,6.811647629457063e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,4000.0,-0.018258981293994798,1.4151006168922175e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,8000.0,0.07458835821060647,2.986657346117702e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,12000.0,1.0034493250523013,2.564996256282388e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,16000.0,1.4643309480216096,2.4206435034049373e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,18000.0,-0.8503656009304715,-1.778038993568083e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p16000-s19000,fir17-p16000-s19000,20000.0,-6.828227341416352,1.3705179912533546e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,1000.0,0.001818477528560096,2.484459003436837e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,2000.0,-0.00056344161200704,1.310029734118357e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,4000.0,0.0029790771235767904,3.38753012519087e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,8000.0,-0.0018370417312669988,-2.609012039602587e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,12000.0,0.00967461548800362,5.607446711753207e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,16000.0,1.7737874633025448,-3.321688465372732e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p16000-s19000,fir33-p16000-s19000,18000.0,-1.9059316745076185,-1.441011038991307e-16,True,diagnostic; no cross-rate product/filter acceptance
