rate,delay_ms,mechanism,physical_range,magnitude_min_db,magnitude_max_db,ripple_db,valid_group_min_ms,valid_group_max_ms,reference_convergence
48000,0.03369272237196766,M3,True,-300.0,6.020599913279624,306.0205999132796,0.016846361182716423,0.016846361186336926,1.7827139903843675e-07
48000,0.03369272237196766,M4,True,-13.677486935257042,6.020599913279624,19.698086848536665,-0.14430200316180905,0.01684636118598383,1.7827139903843675e-07
48000,0.03369272237196766,D0-frozen-mechanism,True,-300.0,-13.979400086720375,286.0205999132796,0.01684636118270677,0.016846361186337016,1.7827139903843675e-07
48000,0.05,M0,False,0.0,0.0,0.0,-0.0,-0.0,1.8174095776489102e-07
48000,0.05,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.04999999999999998,0.05000000000000002,1.8174095776489102e-07
48000,0.05,M2,False,-7.218927353862496,0.0,7.218927353862496,0.034249976003790164,0.05000000000000001,1.8174095776489102e-07
48000,0.05,M3,False,-300.0,6.020599913279624,306.0205999132796,0.02499999999979481,0.02500000000123559,1.8174095776489102e-07
48000,0.05,M4,False,-24.890314785903023,6.020599913279624,30.910914699182648,-0.8220796404761324,0.025000000000000005,1.8174095776489102e-07
48000,0.05,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.02499999999979403,0.025000000001230902,1.8174095776489102e-07
48000,0.1,M0,False,0.0,0.0,0.0,-0.0,-0.0,1.1232414035921182e-07
48000,0.1,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.09999999999999996,0.10000000000000003,1.1232414035921182e-07
48000,0.1,M2,False,-2.8481147490190057,0.0,2.8481147490190057,0.09999999999999999,0.11062215756695468,1.1232414035921182e-07
48000,0.1,M3,False,-300.0,6.020599913279624,306.0205999132796,0.049999999999548676,0.050000000000481784,1.1232414035921182e-07
48000,0.1,M4,False,-51.87477101726327,6.020599913279624,57.895370930542896,-38.66514609007993,0.05003211480466242,1.1232414035921182e-07
48000,0.1,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.049999999999556476,0.05000000000049057,1.1232414035921182e-07
48000,0.25,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.49412445802383e-16
48000,0.25,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.24999999999999994,0.25000000000000006,2.49412445802383e-16
48000,0.25,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.24999999999999994,0.25000000000000006,2.49412445802383e-16
48000,0.25,M3,False,-300.0,6.020599913279624,306.0205999132796,0.1249999999991108,0.12500000000086384,2.49412445802383e-16
48000,0.25,M4,False,-300.0,6.020599913279624,306.0205999132796,0.1249999999991108,0.1250000000008014,2.49412445802383e-16
48000,0.25,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.12499999999910298,0.1250000000008814,2.49412445802383e-16
48000,0.5,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.493545128676331e-16
48000,0.5,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.4999999999999999,0.5000000000000001,2.493545128676331e-16
48000,0.5,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.4999999999999999,0.5000000000000001,2.493545128676331e-16
48000,0.5,M3,False,-300.0,6.020599913279624,306.0205999132796,0.24999999999955652,0.25000000000044476,2.493545128676331e-16
48000,0.5,M4,False,-300.0,6.020599913279624,306.0205999132796,0.24999999999957603,0.2500000000004135,2.493545128676331e-16
48000,0.5,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.2499999999995526,0.25000000000044464,2.493545128676331e-16
48000,1.0,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.491035873286588e-16
48000,1.0,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.9999999999999996,1.0000000000000002,2.491035873286588e-16
48000,1.0,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.9999999999999996,1.0000000000000002,2.491035873286588e-16
48000,1.0,M3,False,-300.0,6.020599913279624,306.0205999132796,0.4999999999998505,0.5000000000001446,2.491035873286588e-16
