rate,kernel,frequency_hz,magnitude_error_db,phase_error_rad,group_delay_error_ns,complex_error
48000,lagrange-g64,12000.0,1.928654933106572e-14,1.1710924046633226e-14,1.1842378929335002e-09,1.1724759721863997e-14
48000,lagrange-g64,16000.0,9.45016520251402e-09,8.027736876664172e-10,0.0006318264430168105,1.2036507574239496e-09
48000,lagrange-g64,18000.0,5.331009993789349e-05,4.020340519520646e-06,2.3076948820014804,6.47756322635501e-06
48000,lagrange-g64,20000.0,0.02416964110568513,0.00165205595496716,641.3399346637168,0.002846421773758174
48000,hann-g64,1000.0,9.807604051348438e-06,2.8988896075533424e-08,0.05539382878320491,1.129141532632138e-06
48000,hann-g64,2000.0,9.870046791324235e-06,4.351868262285781e-08,0.1127593340181458,1.13633054234044e-06
48000,hann-g64,4000.0,1.0422627299990365e-05,1.1127300497882212e-07,0.24219624557749359,1.199948950476095e-06
48000,hann-g64,8000.0,1.25594922270957e-05,2.692859587883779e-07,0.6532174342173865,1.4459656848723205e-06
48000,hann-g64,12000.0,2.1090439610938977e-05,1.4799708928370997e-06,1.4802973661668755e-09,2.4281613802731956e-06
48000,hann-g64,16000.0,5.552884137461378e-05,2.7830210699642953e-06,5.975931779052719,6.393016855745851e-06
48000,hann-g64,18000.0,0.00020848655941855366,1.2307406627246852e-05,1.7763568394002505e-09,2.4003415782154447e-05
48000,hann-g64,20000.0,0.0003124851211487214,1.7583379771811825e-05,48.573676084610426,3.597583966550978e-05
48000,kaiser-g64,1000.0,0.00015060267593851353,1.0588360900948867e-06,0.3920234045532804,1.733892598539593e-05
48000,kaiser-g64,2000.0,0.00014646440708470762,6.832683760304797e-07,1.313755523035809,1.6862480985630718e-05
48000,kaiser-g64,4000.0,0.00015686171699409875,1.5464770390199366e-06,0.4848470999500402,1.8059539443068653e-05
48000,kaiser-g64,8000.0,0.00014121664854364698,1.7375022710781393e-07,3.7140599665382488,1.625829973037418e-05
48000,kaiser-g64,12000.0,3.643310039555253e-05,4.09887309631185e-06,3.2437246420731944,4.705765538770753e-06
48000,kaiser-g64,16000.0,0.00026384773007276016,8.062561104154119e-06,4.728529036472176,3.0377123785975682e-05
48000,kaiser-g64,18000.0,0.00011038864341497564,8.86611112086648e-06,11.975574008893375,1.2709075692298313e-05
48000,kaiser-g64,20000.0,7.062560152600177e-05,1.1552488958064054e-05,24.244783670172392,1.1572275936583834e-05
96000,lagrange-g0,1000.0,6.6257198877317735e-06,4.62750857773627e-08,0.03680819964565115,7.641089229655585e-07
96000,lagrange-g0,2000.0,0.00010533672299980242,1.4758711829289514e-06,0.5861834742777738,1.221006871466949e-05
96000,lagrange-g0,4000.0,0.001642513559422814,4.6595368101866e-05,9.202660022779307,0.00019436086801567082
96000,lagrange-g0,8000.0,0.02365538746081431,0.0014100391523291127,135.996900164329,0.0030464982304461655
96000,lagrange-g0,12000.0,0.10020371275051274,0.009720044419561515,598.9664258426302,0.014902105211145749
96000,lagrange-g0,16000.0,0.24765491120958255,0.03564996982144672,1549.8821019511067,0.044878260369518225
96000,lagrange-g0,18000.0,0.35644991069633697,0.0591060568224638,2203.6483437566944,0.06980241202289597
96000,lagrange-g0,20000.0,0.5340907314252753,0.09141312916616733,2954.5186901082498,0.10293917188861376
96000,lagrange-g8,1000.0,3.857309866213149e-15,3.823801771962091e-16,5.551115123125783e-11,4.965068306494546e-16
96000,lagrange-g8,2000.0,3.857309866213149e-15,2.9534346603246697e-16,3.700743415417188e-11,4.0029660424867215e-16
96000,lagrange-g8,4000.0,4.821637332766436e-15,3.936294989783839e-16,1.6653345369377348e-10,4.710277376051326e-16
96000,lagrange-g8,8000.0,5.2978222357666055e-11,2.0607296484025547e-11,6.809460402953013e-06,2.1265038575294642e-11
96000,lagrange-g8,12000.0,6.23150040835479e-08,1.5921343165100636e-08,0.0034051716261510974,1.7063165529960614e-08
96000,lagrange-g8,16000.0,8.022612144084461e-06,1.5098864008472728e-06,0.2322385200814736,1.7012809534997085e-06
96000,lagrange-g8,18000.0,5.502320581838904e-05,9.116534936247077e-06,1.214181513960651,1.057057684956943e-05
96000,lagrange-g8,20000.0,0.00029478909537722424,4.355223499295981e-05,5.066812208502173,5.206352575404974e-05
96000,hann-g8,1000.0,0.0004540000498931894,1.1150405052684766e-06,0.5229120058255117,5.2267322193933974e-05
96000,hann-g8,2000.0,0.0017011788360202736,8.224630744881515e-06,1.8198610367559098,0.0001958362849384552
96000,hann-g8,4000.0,0.005174046363486943,4.6399791477060324e-05,3.7076322121909477,0.0005955068418935871
96000,hann-g8,8000.0,0.005015117694360735,2.7099233914322583e-05,7.9795550165795435,0.0005772201503560634
96000,hann-g8,12000.0,0.001499641588278708,0.00018077261066791985,5.551115123125783e-11,0.00020532822772352584
96000,hann-g8,16000.0,0.007342396810559246,0.0001980956467263966,21.75160647442202,0.0008449691124165777
