rate,candidate,frequency_hz,in_source_band,magnitude_error_db,phase_error_rad,group_delay_error_ns
48000,vfd-ls64,18000.0,True,0.17516456232553035,0.0281201702685972,9624.30083292459
48000,vfd-ls64,19200.0,True,0.19855722944038548,0.010825599572390768,12588.506255338774
48000,vfd-ls64,21600.0,True,1.2379972824043546,0.11706949012490075,388423.36201778805
48000,sinc129-noncausal-control,1000.0,True,9.80760405038411e-06,2.8988895939039524e-08,0.05539382866724045
48000,sinc129-noncausal-control,2000.0,True,9.870046787466922e-06,4.351868093261806e-08,0.11275933393725528
48000,sinc129-noncausal-control,4000.0,True,1.0422627292275738e-05,1.1127300229539088e-07,0.24219624579263546
48000,sinc129-noncausal-control,4800.0,True,1.3265015593893174e-05,2.1724394593347377e-07,0.2058142203011288
48000,sinc129-noncausal-control,8000.0,True,1.255949222613137e-05,2.6928595479944075e-07,0.6532174347191914
48000,sinc129-noncausal-control,9600.0,True,1.0432227764327121e-06,2.744336194055078e-07,1.037696670145384
48000,sinc129-noncausal-control,12000.0,True,2.1090439593581124e-05,1.4799708730149323e-06,3.3966021184897444e-10
48000,sinc129-noncausal-control,14400.0,True,8.016935910434834e-06,8.075520214026001e-07,3.761549465259987
48000,sinc129-noncausal-control,16000.0,True,5.552884130807476e-05,2.7830210679770963e-06,5.975931779724812
48000,sinc129-noncausal-control,18000.0,True,0.0002084865593819101,1.2307406626232491e-05,1.3552527156068805e-10
48000,sinc129-noncausal-control,19200.0,True,0.0003274200736484605,1.8422050396231538e-05,19.010436262379788
48000,sinc129-noncausal-control,21600.0,True,0.0014994209289788999,8.667247608970104e-05,251.08845805999223
96000,lagrange3,1000.0,True,6.6257198877317735e-06,4.627508577389395e-08,0.03680819964577877
96000,lagrange3,2000.0,True,0.00010533672300173107,1.475871182915085e-06,0.5861834742774689
96000,lagrange3,4000.0,True,0.0016425135594247422,4.6595368101866e-05,9.202660022779856
96000,lagrange3,8000.0,True,0.02365538746081431,0.0014100391523290577,135.99690016432888
96000,lagrange3,9600.0,True,0.04606898873773989,0.003392107758808625,268.76506410711386
96000,lagrange3,12000.0,True,0.10020371275051274,0.009720044419561459,598.9664258426294
96000,lagrange3,16000.0,True,0.24765491120958255,0.035649969821446664,1549.8821019511079
96000,lagrange3,18000.0,True,0.3564499106963359,0.059106056822463685,2203.648343756695
96000,lagrange3,19200.0,True,0.4567314975019152,0.07735674630050288,2643.5203547531887
96000,lagrange3,28800.0,False,2.1563082107017255,0.36165227021063645,7000.239370862594
96000,lagrange3,38400.0,False,6.957987859956683,0.9595236205483458,13714.995781460138
96000,lagrange3,43200.0,False,12.655948497385301,1.4558501541866111,22882.511663374746
96000,lagrange7,1000.0,True,4.5606903203051425e-11,9.892199596606124e-13,1.4147868498211227e-06
96000,lagrange7,2000.0,True,1.1029933196369758e-08,4.958662436089063e-10,0.000352899387636536
96000,lagrange7,4000.0,True,2.2049881642210975e-06,2.3293694019386388e-07,0.0812604744917661
96000,lagrange7,8000.0,True,0.00010580202706945742,8.271076848554137e-05,13.116841030887404
96000,lagrange7,9600.0,True,0.0007229025258523604,0.00033763961796956185,41.514313673108795
96000,lagrange7,12000.0,True,0.010431114586351925,0.0015527276962382425,126.57768124762543
96000,lagrange7,16000.0,True,0.1445880999497815,0.005001103049741137,381.11821845239825
96000,lagrange7,18000.0,True,0.3449962101984644,0.011154738184966397,1805.4039736452726
96000,lagrange7,19200.0,True,0.518544105527172,0.030025924481618237,3493.209954929613
96000,lagrange7,28800.0,False,4.516023436112183,0.5490578480594503,9729.14189396036
96000,lagrange7,38400.0,False,13.258757551776409,0.8293677696290197,26617.264409160704
96000,lagrange7,43200.0,False,15.264403758884344,1.7366914907595177,35674.93495856741
